昵称,性别,时间,点赅,评论,IP属地,"二级评论条数,条数相同说明在同一个人下面",等级,uid,rpid
自我进化没有烧鹅,男,2024-12-08 17:02:50 北京时间,1,说多了视频就没了。只能说就事论事，人口总量不是问题。,江苏,2,6,167835,249197045360
武铲阶级,男,2024-12-08 11:58:59 北京时间,1,【革命狂人托洛茨基！全世界无产者需要不断革命？【思维实验室】】 https://www.bilibili.com/video/BV1WjpJeVEmh/?share_source=copy_web&amp;vd_source=164f97b93fae24ce7228a53a1a7ba222,陕西,2,4,3461565732882746,249171543280
自我进化没有烧鹅,男,2024-12-08 17:02:50 北京时间,1,说多了视频就没了。只能说就事论事，人口总量不是问题。,江苏,2,6,167835,249197045360
我好爱好爱吃鸡蛋,女,2024-12-16 05:38:34 北京时间,0,哈哈哈哈哈哈,中国台湾,2,6,58407270,249389935329
Flame火焰威士忌,保密,2024-12-16 13:06:03 北京时间,0,哥们儿你这最好笑,上海,2,6,4523037,249870360240
我好爱好爱吃鸡蛋,女,2024-12-16 05:38:34 北京时间,0,哈哈哈哈哈哈,中国台湾,2,6,58407270,249389935329
Flame火焰威士忌,保密,2024-12-16 13:06:03 北京时间,0,哥们儿你这最好笑,上海,2,6,4523037,249870360240
晕蛋疯青的走来,保密,2024-12-08 16:06:23 北京时间,0,有孩子的还是大多数吧只是他们的孩子大多都少于3个，加上现在国内几千万的单身人口，所以出生率就变低了，网上那些🐕说的更夸张说单身都2.8亿了呵呵这是把所有人都算上了，未成年的孩子也算进去了真是别有用心！,河南,1,6,409798189,248773162993
晕蛋疯青的走来,保密,2024-12-08 16:06:23 北京时间,0,有孩子的还是大多数吧只是他们的孩子大多都少于3个，加上现在国内几千万的单身人口，所以出生率就变低了，网上那些🐕说的更夸张说单身都2.8亿了呵呵这是把所有人都算上了，未成年的孩子也算进去了真是别有用心！,河南,1,6,409798189,248773162993
吾乃骁龙,保密,2024-12-11 04:02:43 北京时间,39,真相太残酷，有些人在未来规划中就不应该有后代。,广东,2,5,20222932,249385137168
江南逢666,保密,2024-12-15 06:20:52 北京时间,7,客观规律，如果不是现代化战争科技太恐怖，大家都选择内部消化内部矛盾，早就打起来了[喜极而泣],陕西,2,5,192974107,249751516928
吾乃骁龙,保密,2024-12-11 04:02:43 北京时间,39,真相太残酷，有些人在未来规划中就不应该有后代。,广东,2,5,20222932,249385137168
江南逢666,保密,2024-12-15 06:20:52 北京时间,7,客观规律，如果不是现代化战争科技太恐怖，大家都选择内部消化内部矛盾，早就打起来了[喜极而泣],陕西,2,5,192974107,249751516928
大灰狼杀虫剂,男,2024-12-08 13:18:55 北京时间,1,说真的，要孩子还是最保险的方式,吉林,39,6,23030679,248758930321
风铃草の夜,保密,2024-12-08 13:54:30 北京时间,6,回复 @大灰狼杀虫剂 :不是  只是继承家产或者养好了能有个最亲密的陪伴。养不好可能还会加速你的死亡。,天津,39,6,8195809,249181429440
奇幻漂流w,保密,2024-12-08 14:28:19 北京时间,1,回复 @随性的Ego :其实人类这么多年养儿防老永远是主流，只是近代一二百年有养老金这个东西才稍稍没那么重要,江苏,39,5,1915117758,248764869041
半疯er,保密,2024-12-08 18:16:14 北京时间,4,回复 @大灰狼杀虫剂 : 你要孩子是因为手里有生产资料要传递么？,河北,39,6,1531796,248779752369
乌萨祈_m,保密,2024-12-08 18:19:26 北京时间,4,如果你把生孩子完全当成一项投资，还是别生了[笑哭],广东,39,5,161155904,249200202352
tyrelllyu,男,2024-12-08 20:10:36 北京时间,2,回复 @大灰狼杀虫剂 :骗哥们儿可以别把自己骗进去了,湖南,39,5,670799525,249202642000
JKVS,男,2024-12-08 20:50:57 北京时间,1,回复 @乌萨祈_m : 不是我把孩子当成投资，而是国家的政策中，人就是生产力！而年轻人更是生产力中的重要力量。,广西,39,6,77969828,249203094320
JKVS,男,2024-12-08 21:01:31 北京时间,6,"回复 @大灰狼杀虫剂 : 这取决于从什么方面思考问题，如果只是从个人角度思考，那养一个孩子给自己养老，确实相对保险。说句不好听的话，“哪怕国家不管你，你至少还有个孩子。”,但是从国家发展的角度思考，22年后，依然要靠人数的堆积和内卷把生产力拉上去，那一定是那里出了问题",广西,39,6,77969828,249203245840
沈梦溪cat,男,2024-12-08 21:09:25 北京时间,0,回复 @大灰狼杀虫剂 :保险什么了？,江苏,39,6,13484779,248783050049
z1w1j,保密,2024-12-08 21:43:27 北京时间,2,现在比建国初生产力提高了好几个量级吧，然后呢,德国,39,5,19266082,249203699952
法国灵魂,保密,2024-12-08 22:10:41 北京时间,0,回复 @JKVS :广西有几个有你的觉悟,广西,39,5,426981190,248783771809
Arrosin阿辛,保密,2024-12-08 23:05:17 北京时间,1,回复 @z1w1j :现在提高的生产力背后都是靠人来做的，新的技术带来新的岗位。AI却是相反，只能靠政策来解决这个问题。,新西兰,39,6,4980335,249204637600
噶鲤给给,男,2024-12-08 23:36:07 北京时间,5,回复 @半疯er :说实话大多数人要孩子的第一想法是给自己养老，第二是传宗接代，付出责任让一个新生命来体验这一生的觉悟优先级真的太低了,黑龙江,39,6,188264625,249205355008
I不破圣衣来I,保密,2024-12-09 00:18:41 北京时间,2,回复 @JKVS :为什么要为国家考虑牺牲个人啊？[星星眼],河南,39,5,1979896129,249206781888
I不破圣衣来I,保密,2024-12-09 00:18:44 北京时间,0,回复 @I不破圣衣来I :1,河南,39,5,1979896129,249206783008
不懂什么叫压力,保密,2024-12-09 01:14:43 北京时间,0,22年之后？ai发展如何都是其次，毕竟三战都有可能打完了[doge],广东,39,6,20073832,249209087120
蓝云花卷,保密,2024-12-09 01:15:48 北京时间,2,回复 @z1w1j :建国的时候，初中生都能说是知识分子。现在你本科一不小心就得沦落到去打螺丝了。,江苏,39,5,314808386,248788611281
希尔梅丽娅,男,2024-12-09 01:19:35 北京时间,0,你还是担心到时候会不会90岁退休吧[吃瓜],广东,39,5,90944477,248788765585
无甲即是最优甲,男,2024-12-09 01:39:18 北京时间,0,回复 @大灰狼杀虫剂 :所以说你们对孩子就是这样看的，没有亲情,湖北,39,5,439102074,248789656385
黄色秋风红叶,男,2024-12-09 02:10:33 北京时间,0,回复 @蓝云花卷 :已经打螺丝了,浙江,39,6,32455050,248791115889
花殇花若夕,保密,2024-12-09 02:49:35 北京时间,0,回复 @z1w1j :你还想要什么然后？你想过建国初的日子？,四川,39,6,89318,249213913104
DA主UP,保密,2024-12-09 02:53:25 北京时间,1,回复 @I不破圣衣来I :[偷笑]又是一个太看得起自己的，国家需要人才，可惜你不是，牺牲？你先问下自己配不配，抗日战争，还有哪些搞科研隐姓埋名的先烈才配得上牺牲跟至高荣誉，就你这种，自己乐呵得了。,广东,39,6,20157409,249214194224
11月13突破评论资格,保密,2024-12-09 02:55:46 北京时间,0,那多爽孩子可以享受人生了,吉林,39,2,3546580168739246,249214311392
在等一个不会来的人,保密,2024-12-09 03:12:43 北京时间,0,回复 @希尔梅丽娅 :60退休我都不一定能活到，你还想90？,江西,39,5,390804324,249215410192
亲亲河边蔡,保密,2024-12-09 03:25:29 北京时间,0,是的，就现在这种社会你年轻没有关系做件事都难，等你老了你自己跑？还是自己找关系，哪个不是年轻人好使，没有孩子60往后都是受罪[吃瓜],福建,39,6,123658298,248795378385
都加班了吧,保密,2024-12-09 03:27:36 北京时间,0,你连社会缺啥都不知道来瞎评论啥？我们缺的是生产力缺的是劳动力？屁，缺的是消费力，你都不知道生育带来的究竟是什么还在这瞎BB生产劳动力，笑死人了,重庆,39,6,87737569,248795279857
今天吃薯条儿,保密,2024-12-09 03:38:57 北京时间,0,回复 @z1w1j :然后普通群众的生活水平比建国的时候高了多少你知道嘛？,辽宁,39,5,261757244,249217205872
一叶障目不见西山,男,2024-12-09 03:40:15 北京时间,0,如果人口不减少，AI怎么发展？,北京,39,5,26110802,249217233728
卑鄙的神秘东方老狗贼,保密,2024-12-09 04:01:43 北京时间,2,"回复 @Arrosin阿辛 :只要人比机器便宜就永远不会发展ai[微笑],一跳流水线30个人平均工资4000，一条机械化流水线只要6个人但是要200W，还有高维护费用，6个人的工资至少1w以上，普通流水线做坏了老板可以怪员工，机械化流水线故障了员工不背锅还要几十万的修理费用[捂脸]",重庆,39,5,693076402,249218729664
轻语べ,保密,2024-12-09 04:04:47 北京时间,0,想生就趁早生，这个早是指最佳的生理年龄，至于二胎三胎，那得看财力如何，少生孩子多种树真的能够积攒财富。说什么一个孩子压力大的，你得考虑考虑他为啥要这么说。,山东,39,5,402133274,248798020337
I不破圣衣来I,保密,2024-12-09 04:07:05 北京时间,0,回复 @DA主UP :1飞舞社达,河南,39,5,1979896129,249219092432
I不破圣衣来I,保密,2024-12-09 04:07:08 北京时间,0,回复 @I不破圣衣来I :1,河南,39,5,1979896129,249219028160
Altria__Caster,男,2024-12-09 04:07:41 北京时间,0,回复 @I不破圣衣来I :也不是这样说，但是多交点税都比这好，没有中间商赚差价，拿你辛辛苦苦赚的钱享福,北京,39,6,228140878,248798124401
I不破圣衣来I,保密,2024-12-09 04:08:02 北京时间,1,回复 @DA主UP :又开始牺牲一个人不是牺牲了🤣我是不算什么，但是社会里有几亿个我🤣是不是要全牺牲了🤣学生仔上班就老实了🤣🤣🤣👍🏻,河南,39,5,1979896129,249219114816
I不破圣衣来I,保密,2024-12-09 04:08:04 北京时间,0,回复 @I不破圣衣来I :1,河南,39,5,1979896129,249219115776
bacgrav,保密,2024-12-09 04:43:16 北京时间,1,你现在生个孩子，立刻带动的是妇幼保健行业，然后是奶粉衣服玩具行业，然后是教培行业，然后是房产，学区房以及婚房，然后是婚庆行业。按照法定婚龄22岁，就算他22年。该赚的钱都赚了，22年后培养出来是个人才还是垃圾，这重要吗?,浙江,39,5,84685431,249222089984
z1w1j,保密,2024-12-09 09:35:07 北京时间,0,回复 @今天吃薯条儿 :以前工资几十 现在几千 但是生活水平和幸福程度应该没有增加100倍,德国,39,5,19266082,249241217952
ComeFroMercurius,保密,2024-12-22 14:01:59 北京时间,0,回复 @风铃草の夜 : 我觉得是养孩子的目的是让自己的基因延续下去，还是举个例子，太平天国那会，大清药丸，底层人民岂不是更看不见希望，谭嗣同都也表达了不生少个奴隶的想法了，但是他如果生了的话，他的后代会好非常非常多，我觉得这就像是个股票，谁也说不准未来的哪一代日子就好起来了呢，但是现在不生了的话，就真的再也没有未来了,北京,39,6,3265803,250401036128
JKVS,男,2024-12-24 09:32:48 北京时间,0,回复 @都加班了吧 : 想了想，虽然你嘴臭，也不算聪明、还是不骂你了。不想和狗吵架,广西,39,6,77969828,250542261840
大灰狼杀虫剂,男,2024-12-08 13:18:55 北京时间,1,说真的，要孩子还是最保险的方式,吉林,39,6,23030679,248758930321
风铃草の夜,保密,2024-12-08 13:54:30 北京时间,6,回复 @大灰狼杀虫剂 :不是  只是继承家产或者养好了能有个最亲密的陪伴。养不好可能还会加速你的死亡。,天津,39,6,8195809,249181429440
奇幻漂流w,保密,2024-12-08 14:28:19 北京时间,1,回复 @随性的Ego :其实人类这么多年养儿防老永远是主流，只是近代一二百年有养老金这个东西才稍稍没那么重要,江苏,39,5,1915117758,248764869041
半疯er,保密,2024-12-08 18:16:14 北京时间,4,回复 @大灰狼杀虫剂 : 你要孩子是因为手里有生产资料要传递么？,河北,39,6,1531796,248779752369
乌萨祈_m,保密,2024-12-08 18:19:26 北京时间,4,如果你把生孩子完全当成一项投资，还是别生了[笑哭],广东,39,5,161155904,249200202352
tyrelllyu,男,2024-12-08 20:10:36 北京时间,2,回复 @大灰狼杀虫剂 :骗哥们儿可以别把自己骗进去了,湖南,39,5,670799525,249202642000
JKVS,男,2024-12-08 20:50:57 北京时间,1,回复 @乌萨祈_m : 不是我把孩子当成投资，而是国家的政策中，人就是生产力！而年轻人更是生产力中的重要力量。,广西,39,6,77969828,249203094320
JKVS,男,2024-12-08 21:01:31 北京时间,6,"回复 @大灰狼杀虫剂 : 这取决于从什么方面思考问题，如果只是从个人角度思考，那养一个孩子给自己养老，确实相对保险。说句不好听的话，“哪怕国家不管你，你至少还有个孩子。”,但是从国家发展的角度思考，22年后，依然要靠人数的堆积和内卷把生产力拉上去，那一定是那里出了问题",广西,39,6,77969828,249203245840
沈梦溪cat,男,2024-12-08 21:09:25 北京时间,0,回复 @大灰狼杀虫剂 :保险什么了？,江苏,39,6,13484779,248783050049
z1w1j,保密,2024-12-08 21:43:27 北京时间,2,现在比建国初生产力提高了好几个量级吧，然后呢,德国,39,5,19266082,249203699952
法国灵魂,保密,2024-12-08 22:10:41 北京时间,0,回复 @JKVS :广西有几个有你的觉悟,广西,39,5,426981190,248783771809
Arrosin阿辛,保密,2024-12-08 23:05:17 北京时间,1,回复 @z1w1j :现在提高的生产力背后都是靠人来做的，新的技术带来新的岗位。AI却是相反，只能靠政策来解决这个问题。,新西兰,39,6,4980335,249204637600
噶鲤给给,男,2024-12-08 23:36:07 北京时间,5,回复 @半疯er :说实话大多数人要孩子的第一想法是给自己养老，第二是传宗接代，付出责任让一个新生命来体验这一生的觉悟优先级真的太低了,黑龙江,39,6,188264625,249205355008
I不破圣衣来I,保密,2024-12-09 00:18:41 北京时间,2,回复 @JKVS :为什么要为国家考虑牺牲个人啊？[星星眼],河南,39,5,1979896129,249206781888
I不破圣衣来I,保密,2024-12-09 00:18:44 北京时间,0,回复 @I不破圣衣来I :1,河南,39,5,1979896129,249206783008
不懂什么叫压力,保密,2024-12-09 01:14:43 北京时间,0,22年之后？ai发展如何都是其次，毕竟三战都有可能打完了[doge],广东,39,6,20073832,249209087120
蓝云花卷,保密,2024-12-09 01:15:48 北京时间,2,回复 @z1w1j :建国的时候，初中生都能说是知识分子。现在你本科一不小心就得沦落到去打螺丝了。,江苏,39,5,314808386,248788611281
希尔梅丽娅,男,2024-12-09 01:19:35 北京时间,0,你还是担心到时候会不会90岁退休吧[吃瓜],广东,39,5,90944477,248788765585
无甲即是最优甲,男,2024-12-09 01:39:18 北京时间,0,回复 @大灰狼杀虫剂 :所以说你们对孩子就是这样看的，没有亲情,湖北,39,5,439102074,248789656385
黄色秋风红叶,男,2024-12-09 02:10:33 北京时间,0,回复 @蓝云花卷 :已经打螺丝了,浙江,39,6,32455050,248791115889
花殇花若夕,保密,2024-12-09 02:49:35 北京时间,0,回复 @z1w1j :你还想要什么然后？你想过建国初的日子？,四川,39,6,89318,249213913104
DA主UP,保密,2024-12-09 02:53:25 北京时间,1,回复 @I不破圣衣来I :[偷笑]又是一个太看得起自己的，国家需要人才，可惜你不是，牺牲？你先问下自己配不配，抗日战争，还有哪些搞科研隐姓埋名的先烈才配得上牺牲跟至高荣誉，就你这种，自己乐呵得了。,广东,39,6,20157409,249214194224
11月13突破评论资格,保密,2024-12-09 02:55:46 北京时间,0,那多爽孩子可以享受人生了,吉林,39,2,3546580168739246,249214311392
在等一个不会来的人,保密,2024-12-09 03:12:43 北京时间,0,回复 @希尔梅丽娅 :60退休我都不一定能活到，你还想90？,江西,39,5,390804324,249215410192
亲亲河边蔡,保密,2024-12-09 03:25:29 北京时间,0,是的，就现在这种社会你年轻没有关系做件事都难，等你老了你自己跑？还是自己找关系，哪个不是年轻人好使，没有孩子60往后都是受罪[吃瓜],福建,39,6,123658298,248795378385
都加班了吧,保密,2024-12-09 03:27:36 北京时间,0,你连社会缺啥都不知道来瞎评论啥？我们缺的是生产力缺的是劳动力？屁，缺的是消费力，你都不知道生育带来的究竟是什么还在这瞎BB生产劳动力，笑死人了,重庆,39,6,87737569,248795279857
今天吃薯条儿,保密,2024-12-09 03:38:57 北京时间,0,回复 @z1w1j :然后普通群众的生活水平比建国的时候高了多少你知道嘛？,辽宁,39,5,261757244,249217205872
一叶障目不见西山,男,2024-12-09 03:40:15 北京时间,0,如果人口不减少，AI怎么发展？,北京,39,5,26110802,249217233728
卑鄙的神秘东方老狗贼,保密,2024-12-09 04:01:43 北京时间,2,"回复 @Arrosin阿辛 :只要人比机器便宜就永远不会发展ai[微笑],一跳流水线30个人平均工资4000，一条机械化流水线只要6个人但是要200W，还有高维护费用，6个人的工资至少1w以上，普通流水线做坏了老板可以怪员工，机械化流水线故障了员工不背锅还要几十万的修理费用[捂脸]",重庆,39,5,693076402,249218729664
轻语べ,保密,2024-12-09 04:04:47 北京时间,0,想生就趁早生，这个早是指最佳的生理年龄，至于二胎三胎，那得看财力如何，少生孩子多种树真的能够积攒财富。说什么一个孩子压力大的，你得考虑考虑他为啥要这么说。,山东,39,5,402133274,248798020337
I不破圣衣来I,保密,2024-12-09 04:07:05 北京时间,0,回复 @DA主UP :1飞舞社达,河南,39,5,1979896129,249219092432
I不破圣衣来I,保密,2024-12-09 04:07:08 北京时间,0,回复 @I不破圣衣来I :1,河南,39,5,1979896129,249219028160
Altria__Caster,男,2024-12-09 04:07:41 北京时间,0,回复 @I不破圣衣来I :也不是这样说，但是多交点税都比这好，没有中间商赚差价，拿你辛辛苦苦赚的钱享福,北京,39,6,228140878,248798124401
I不破圣衣来I,保密,2024-12-09 04:08:02 北京时间,1,回复 @DA主UP :又开始牺牲一个人不是牺牲了🤣我是不算什么，但是社会里有几亿个我🤣是不是要全牺牲了🤣学生仔上班就老实了🤣🤣🤣👍🏻,河南,39,5,1979896129,249219114816
I不破圣衣来I,保密,2024-12-09 04:08:04 北京时间,0,回复 @I不破圣衣来I :1,河南,39,5,1979896129,249219115776
bacgrav,保密,2024-12-09 04:43:16 北京时间,1,你现在生个孩子，立刻带动的是妇幼保健行业，然后是奶粉衣服玩具行业，然后是教培行业，然后是房产，学区房以及婚房，然后是婚庆行业。按照法定婚龄22岁，就算他22年。该赚的钱都赚了，22年后培养出来是个人才还是垃圾，这重要吗?,浙江,39,5,84685431,249222089984
z1w1j,保密,2024-12-09 09:35:07 北京时间,0,回复 @今天吃薯条儿 :以前工资几十 现在几千 但是生活水平和幸福程度应该没有增加100倍,德国,39,5,19266082,249241217952
ComeFroMercurius,保密,2024-12-22 14:01:59 北京时间,0,回复 @风铃草の夜 : 我觉得是养孩子的目的是让自己的基因延续下去，还是举个例子，太平天国那会，大清药丸，底层人民岂不是更看不见希望，谭嗣同都也表达了不生少个奴隶的想法了，但是他如果生了的话，他的后代会好非常非常多，我觉得这就像是个股票，谁也说不准未来的哪一代日子就好起来了呢，但是现在不生了的话，就真的再也没有未来了,北京,39,6,3265803,250401036128
JKVS,男,2024-12-24 09:32:48 北京时间,0,回复 @都加班了吧 : 想了想，虽然你嘴臭，也不算聪明、还是不骂你了。不想和狗吵架,广西,39,6,77969828,250542261840
冲鸭鸭鸭呀鸭呀,保密,2024-12-09 03:51:10 北京时间,12,那么利比里亚一定是发达国家吧？,上海,21,3,3493117858678991,248797015249
白糖爱做白日梦,男,2024-12-09 03:51:29 北京时间,1,与人口关系很大的,浙江,21,5,502297677,248796950945
你说的对但这就是奎,保密,2024-12-09 03:54:57 北京时间,3,肯定有关，人口不多就永远不能称之为大国,山东,21,6,242262796,248797271649
シェル-神智核,女,2024-12-09 04:57:09 北京时间,0,把依据拿出来,山东,21,5,475341321,249223100944
AshenOne烬,男,2024-12-09 05:10:03 北京时间,0,回复 @你说的对但这就是奎 :多少算多？美国也就三亿多，而印度十四亿多，美国少那么多影响他强了吗？,云南,21,6,236117633,249224043536
难受的没穿米饭,男,2024-12-09 05:12:02 北京时间,2,回复 @AshenOne烬 :除了中印哪个比美国多？,河北,21,5,1401354055,248803017857
画楼空逍遥,保密,2024-12-09 05:14:18 北京时间,0,机器人？,湖北,21,5,228209680,248803224785
你说的对但这就是奎,保密,2024-12-09 08:20:04 北京时间,0,回复 @AshenOne烬 :有关≠正相关,山东,21,6,242262796,248814165873
精选评论_拉黑_,保密,2024-12-12 09:31:29 北京时间,1,回复 @シェル-神智核 :评论给我删了，，曹显,安徽,21,5,1478007400,249491873312
XH_Dawn,男,2024-12-12 10:29:40 北京时间,0,今年的诺贝尔经济学奖就是这样说的[doge_金箍],江西,21,4,279623909,249496692160
白菜の草原,男,2024-12-12 11:19:17 北京时间,1,转人工,河北,21,6,434780627,249501076928
易燃易爆的香菜,保密,2024-12-15 17:02:22 北京时间,0,NB,北京,21,6,437413651,249359688673
29划疯子,男,2024-12-18 04:16:02 北京时间,0,哈哈哈哈哈哈哈哈哈哈,北京,21,6,24292008,250000570992
Metaphor715,保密,2024-12-20 19:13:32 北京时间,0,回复 @你说的对但这就是奎 :大国一定发达？小国一定不发达？,四川,21,5,341192793,250242459168
土崖王子,保密,2024-12-22 03:32:55 北京时间,2,还制度呢，我以为还是20年前呢。古早工资论调笑死,北京,21,5,291818884,249873027697
尜尕龙,保密,2024-12-26 11:22:12 北京时间,0,没啥制度。 谁都想为子孙后代揽财,安徽,21,5,484033943,250717782384
nainTH800,男,2024-12-26 18:51:11 北京时间,0,以前我也是这么想的，但人口负增长会导致一系列的问题，参考日本失去的40年,安徽,21,5,509493587,250253689281
量能正说只,保密,2024-12-27 02:11:01 北京时间,0,回复 @nainTH800 :其实首先你参考北欧四国，尤其冰岛。第二日本失去的四十年的说法是否成立，这四十年是发展慢，但是在整个地球内有多是堪比日本。,江苏,21,2,677865965,250264715697
欧尼sa-ma,保密,2024-12-31 07:05:29 北京时间,1,照抄美国制度的国家中没有诞生新的发达国家,广东,21,6,214433467,250612378401
量能正说只,保密,2025-01-01 00:28:43 北京时间,0,回复 @欧尼sa-ma :日本或许抄的最好。,江苏,21,2,677865965,250673558081
星星邮递员action,保密,2025-01-01 11:13:09 北京时间,0,这个世界上无论何种制度都无法达到完美，人性是无法用制度来制衡的,陕西,21,4,2138821546,251240073488
冲鸭鸭鸭呀鸭呀,保密,2024-12-09 03:51:10 北京时间,12,那么利比里亚一定是发达国家吧？,上海,21,3,3493117858678991,248797015249
白糖爱做白日梦,男,2024-12-09 03:51:29 北京时间,1,与人口关系很大的,浙江,21,5,502297677,248796950945
你说的对但这就是奎,保密,2024-12-09 03:54:57 北京时间,3,肯定有关，人口不多就永远不能称之为大国,山东,21,6,242262796,248797271649
シェル-神智核,女,2024-12-09 04:57:09 北京时间,0,把依据拿出来,山东,21,5,475341321,249223100944
AshenOne烬,男,2024-12-09 05:10:03 北京时间,0,回复 @你说的对但这就是奎 :多少算多？美国也就三亿多，而印度十四亿多，美国少那么多影响他强了吗？,云南,21,6,236117633,249224043536
难受的没穿米饭,男,2024-12-09 05:12:02 北京时间,2,回复 @AshenOne烬 :除了中印哪个比美国多？,河北,21,5,1401354055,248803017857
画楼空逍遥,保密,2024-12-09 05:14:18 北京时间,0,机器人？,湖北,21,5,228209680,248803224785
你说的对但这就是奎,保密,2024-12-09 08:20:04 北京时间,0,回复 @AshenOne烬 :有关≠正相关,山东,21,6,242262796,248814165873
精选评论_拉黑_,保密,2024-12-12 09:31:29 北京时间,1,回复 @シェル-神智核 :评论给我删了，，曹显,安徽,21,5,1478007400,249491873312
XH_Dawn,男,2024-12-12 10:29:40 北京时间,0,今年的诺贝尔经济学奖就是这样说的[doge_金箍],江西,21,4,279623909,249496692160
白菜の草原,男,2024-12-12 11:19:17 北京时间,1,转人工,河北,21,6,434780627,249501076928
易燃易爆的香菜,保密,2024-12-15 17:02:22 北京时间,0,NB,北京,21,6,437413651,249359688673
29划疯子,男,2024-12-18 04:16:02 北京时间,0,哈哈哈哈哈哈哈哈哈哈,北京,21,6,24292008,250000570992
Metaphor715,保密,2024-12-20 19:13:32 北京时间,0,回复 @你说的对但这就是奎 :大国一定发达？小国一定不发达？,四川,21,5,341192793,250242459168
土崖王子,保密,2024-12-22 03:32:55 北京时间,2,还制度呢，我以为还是20年前呢。古早工资论调笑死,北京,21,5,291818884,249873027697
尜尕龙,保密,2024-12-26 11:22:12 北京时间,0,没啥制度。 谁都想为子孙后代揽财,安徽,21,5,484033943,250717782384
nainTH800,男,2024-12-26 18:51:11 北京时间,0,以前我也是这么想的，但人口负增长会导致一系列的问题，参考日本失去的40年,安徽,21,5,509493587,250253689281
量能正说只,保密,2024-12-27 02:11:01 北京时间,0,回复 @nainTH800 :其实首先你参考北欧四国，尤其冰岛。第二日本失去的四十年的说法是否成立，这四十年是发展慢，但是在整个地球内有多是堪比日本。,江苏,21,2,677865965,250264715697
欧尼sa-ma,保密,2024-12-31 07:05:29 北京时间,1,照抄美国制度的国家中没有诞生新的发达国家,广东,21,6,214433467,250612378401
量能正说只,保密,2025-01-01 00:28:43 北京时间,0,回复 @欧尼sa-ma :日本或许抄的最好。,江苏,21,2,677865965,250673558081
星星邮递员action,保密,2025-01-01 11:13:09 北京时间,0,这个世界上无论何种制度都无法达到完美，人性是无法用制度来制衡的,陕西,21,4,2138821546,251240073488
梁yz_,男,2024-12-08 11:37:38 北京时间,17,985/211本科，研究生都失业，还要多高素质人才？,广东,18,5,1502575631,249169650016
AX_荆郷,保密,2024-12-09 05:21:39 北京时间,2,回复 @梁yz_ :不是从学历上看的，要看社会贡献,吉林,18,5,551233024,249224865408
阳光下的火龙果,男,2024-12-09 05:22:27 北京时间,8,回复 @梁yz_ :985/211每年只占毕业生总数的5% 名牌大学的研究生更少 说白了 都是当初扩招 让原本只有专科水平的人上了本科 让原本高中水平的人上了专科 实际上985/211毕业的人 根本不缺工作找,江苏,18,5,399292023,249224941680
薛定谔的戥,男,2024-12-09 06:34:55 北京时间,0,回复 @梁yz_ :看什么专业以及专业转化水平,四川,18,6,225139796,248807919905
21世纪的堂叔叔,保密,2024-12-09 07:29:44 北京时间,1,回复 @梁yz_ :叼，无吹水啦，我坐标广东江门，你要真是985研究生来找工作，大把选择。,广东,18,5,526162363,248811207953
awangmiao,保密,2024-12-09 07:43:17 北京时间,1,回复 @梁yz_ :学历不代表能力[笑哭]我也是博士，跟本找不到工作。因为教育界培养的不是社会需要的人,北京,18,6,47222329,249233699184
果汁分你一点点,男,2024-12-09 07:49:49 北京时间,3,回复 @阳光下的火龙果 :合着教育一点用没有？只有筛选有用？那印度的大学岂不是比美国的大学要强？印度的博士岂不是要远强于美国？毕竟印度博士比美国少多了。,北京,18,5,16198061,248812312753
阳光下的火龙果,男,2024-12-09 08:41:41 北京时间,1,回复 @果汁分你一点点 :教育也分三六九等 你一个野鸡大学凭什么跟211比？211凭什么跟985比？不然人家考那么高的分 白考了？,江苏,18,5,399292023,249237325792
阳光下的火龙果,男,2024-12-09 08:46:15 北京时间,2,回复 @果汁分你一点点 :还有 筛选是金里淘金 而不是粪坑里淘金子 你这比喻就跟粪坑里淘金子一样 就算淘出来也是臭的 在不缺钱的情况下 没人会要臭不可闻的金子 更没人会屎里淘金,江苏,18,5,399292023,249237585632
梁yz_,男,2024-12-09 14:24:10 北京时间,0,回复 @AX_荆郷 :学历代表个人整体素质，技能水平，以及贡献。难道大专生，本科生比研究生生贡献高？😂,广东,18,5,1502575631,249265922544
梁yz_,男,2024-12-09 14:26:17 北京时间,2,回复 @阳光下的火龙果 :扫大街，洗厕所也是工作，别人卷十几年读个985/211出来你愿意干吗，跑去做高中，专科都能干的事，读985/211有什么意义价值？干多少年能回读书成本投资？,广东,18,5,1502575631,249266094640
梁yz_,男,2024-12-09 14:27:14 北京时间,2,回复 @21世纪的堂叔叔 :985研究生看不上你那个江门地级市，没什么行业岗位能提供就业,广东,18,5,1502575631,249266179712
21世纪的堂叔叔,保密,2024-12-09 16:22:52 北京时间,0,回复 @梁yz_ :按你的说法，清北毕业也是找不到工作的，机遇不是糯米鸡，不是提前整定的。,广东,18,5,526162363,248852171953
21世纪的堂叔叔,保密,2024-12-09 16:26:37 北京时间,1,回复 @梁yz_ :我江门虽不是什么大城市，但是也是珠三角核心地区的地级市，在这都没就业机会，那你要干什么。,广东,18,5,526162363,248852283249
阳光下的火龙果,男,2024-12-09 22:57:32 北京时间,2,回复 @梁yz_ :我前面的说的很清楚 现在工作难找的是双非高校 985/211毕业生工作没那么难找 世界就是如此残酷 教育也分三六九等,江苏,18,5,399292023,249285658208
