情绪标签,时间,性别,评论
负面,2024-04-23 09:13:14 北京时间,男,回复 @虬龙科技--成都 :比到最后得到了什么？除了打肿脸充胖子让自己负债累累过得表面上像个人，有意义？
正面,2024-04-23 09:59:00 北京时间,保密,"回复 @肥成球的一坨黑猫 : 你娶老婆没？有孩子没？你可以不比，你老婆呢？你孩子呢？当父母的比孩子成绩，当孩子的比玩具，游戏。当老师的比学生家境。,举个简单例子，孩子同学都在玩某一个玩具，你给不给你家孩子买？买，经济上有压力，不买，你孩子和班上其他孩子融入不了，玩不到一起，被孤立，甚至是被霸凌。,再说一个，你咬咬牙，可以给你家孩子上一个更好的学校，你是摆烂随便找个学校完事，还是咬咬牙？你以为给孩子花钱，是为了打肿脸充胖子？,活着，很多事情不是你一句打肿脸充胖子活该就总结了。我们能做的是不去主动攀比，但是被动的攀比，谁能避得开？"
正面,2024-04-23 10:05:32 北京时间,保密,"回复 @godtxf : 攀比，也分主动和被动，很多时候，我们可以不去主动，但是被动的避免不了。,孩子一旦开始上学，还是和别的孩子一起玩了，被动的攀比就开始了。,大家都在玩滑板车，你孩子没有，那就和别的孩子玩不到一起去。,大家家长都bba接送孩子，你共享单车，那你的孩子和他们的孩子也玩不到一起去。,老师做家调的时候，别人家都是跃层，错层，大平层，你家是个老破小，老师也不会重视你孩子。,还有很多生活的方方面面，都会充满或主动，或被动的攀比。你觉得你能独善其身么？"
负面,2024-04-23 10:26:38 北京时间,男,回复 @虬龙科技--成都 : 笑死个人，算了，你活着也就为了这些无谓的虚名，30岁死了80才埋的人，自己孩子能达到什么样的高度自己没有点数吗？你以为给了你能给的最好的他就能成才了？教育是靠比较出来的那你还是别生了，骸子不过是你拿来比较的工具，少跟我说什么被动的攀比，攀比就是攀比，别在这扯得好像你就是受害者一样呵，笑死个人。
负面,2024-05-03 09:44:59 北京时间,男,回复 @虬龙科技--成都 : 这个自动和被动我估计很多人都理解不了你说的[脱单doge]
中立,2024-05-03 09:59:31 北京时间,保密,回复 @小鬼子收快递了 :理解不了算了[笑哭]也不指望人人都能理解。群居动物，社会属性，很多时候是不能独善其身的。
负面,2024-05-16 01:50:04 北京时间,保密,回复 @神吉神吉 : 去的起月子中心请得起保姆的人，够万分之一吗？其余万分之9999不生对吗？您这种人真的是逆天。
负面,2024-06-14 22:53:58 北京时间,保密,回复 @godtxf :那你生她干嘛？一辈子过的处处不如人 不如不出生
正面,2024-04-20 10:20:07 北京时间,男,现在基本没有不绿的  就我知道的就几千个家庭有绿帽子  这还是我确定的  最牛逼的一个我初中同桌老公微信里上千个人妻  他基本都碰过~
负面,2024-04-20 10:32:57 北京时间,男,回复 @梦过云端 :牛逼
正面,2024-04-20 11:16:45 北京时间,保密,及时止损
正面,2024-04-20 12:04:56 北京时间,保密,性别卡的别太死
负面,2024-04-20 12:35:30 北京时间,男,回复 @梦过云端 : 几千个？！兄弟你侦探啊？你初中同桌老公这么顶
负面,2024-04-20 13:02:01 北京时间,保密,回复 @梦过云端 : 你在警察局工作吗。
中立,2024-04-20 15:22:04 北京时间,保密,[桃源_乖巧]
中立,2024-04-20 21:07:03 北京时间,男,回复 @老废物累了 : 他口嗨一下你还真信了，一年365天，上千个基本都碰过，一天碰一个得3年不带重样的，两天碰一个得6年，过年清明什么的都得全勤嗷[吃瓜]
负面,2024-04-20 21:50:30 北京时间,保密,回复 @梦过云端 :爽歪歪呀
负面,2024-04-21 03:43:53 北京时间,保密,回复 @言言言言言阿言 :我柳州这种旮旯，刚上高中时我第一个同桌就已经上过十多个女同学了，要问我怎么知道的？他上学第二天就被教导主任抓到现行然后停课一个月
正面,2024-04-26 12:13:52 北京时间,保密,你这ip所在地的女性真的一言难尽
正面,2024-04-20 10:20:07 北京时间,男,现在基本没有不绿的  就我知道的就几千个家庭有绿帽子  这还是我确定的  最牛逼的一个我初中同桌老公微信里上千个人妻  他基本都碰过~
负面,2024-04-20 10:32:57 北京时间,男,回复 @梦过云端 :牛逼
正面,2024-04-20 11:16:45 北京时间,保密,及时止损
正面,2024-04-20 12:04:56 北京时间,保密,性别卡的别太死
负面,2024-04-20 12:35:30 北京时间,男,回复 @梦过云端 : 几千个？！兄弟你侦探啊？你初中同桌老公这么顶
负面,2024-04-20 13:02:01 北京时间,保密,回复 @梦过云端 : 你在警察局工作吗。
中立,2024-04-20 15:22:04 北京时间,保密,[桃源_乖巧]
中立,2024-04-20 21:07:03 北京时间,男,回复 @老废物累了 : 他口嗨一下你还真信了，一年365天，上千个基本都碰过，一天碰一个得3年不带重样的，两天碰一个得6年，过年清明什么的都得全勤嗷[吃瓜]
负面,2024-04-20 21:50:30 北京时间,保密,回复 @梦过云端 :爽歪歪呀
负面,2024-04-21 03:43:53 北京时间,保密,回复 @言言言言言阿言 :我柳州这种旮旯，刚上高中时我第一个同桌就已经上过十多个女同学了，要问我怎么知道的？他上学第二天就被教导主任抓到现行然后停课一个月
正面,2024-04-26 12:13:52 北京时间,保密,你这ip所在地的女性真的一言难尽
正面,2024-04-19 12:20:36 北京时间,保密,是手段，也是目的
正面,2024-04-19 12:20:36 北京时间,保密,是手段，也是目的
正面,2024-04-21 05:52:39 北京时间,保密,如果到了你中风躺床上的那一天，你是吃一瓶安眠药还是道德绑架你儿子？
中立,2024-04-21 06:23:12 北京时间,男,回复 @bili_85419525 :必须死，这活着有啥意思[笑哭]
负面,2024-04-21 06:50:33 北京时间,保密,回复 @bili_85419525 : 人是一个矛盾体！以我现在的理智，我如果真的有整天躺在屎尿中、连喝水都无能为力的那一天，我选择饿死自己，绝不绑架子女的自由和健康，也不愿到养老院忍受护理人员打骂毫无尊严地活着。可是谁知道呢，那么多失能老人年轻时也曾叱咤风云、活力四射、理性十足，可真到了要人投喂、翻身、擦屁股的这一天，仍然要贪生苟活，对死亡有极致地恐惧！人的生命发展有相似性，我真不敢保证年老的我不会变得如此自私。
正面,2024-04-21 08:51:43 北京时间,保密,这难道不是人的道德底线？
负面,2024-04-21 10:03:45 北京时间,保密,回复 @lowxiong : 这种还是自己真正经历了才有发言权，老了瘫痪不能动的很多，真没听说谁为了不给人家添麻烦给自己饿死的。
负面,2024-04-21 13:56:23 北京时间,保密,回复 @泠七某人 : 站着自然不腰疼
负面,2024-04-21 16:38:12 北京时间,男,回复 @bili_85419525 : 我吃药啊，没有尊严的躺在病床上干什么？？
负面,2024-04-22 01:32:15 北京时间,保密,回复 @泠七某人 : 当你家里有一个这样的老人，其他兄弟姐妹都有充足的理由问不了你不得不担起责任时，你就会知道：非常痛恨周围邻居夸你是最孝的儿子，你很多时候非常希望自己猝死，并且你非常明白，你如果真的猝了，躺在床上的那个并不会因为失去你而伤心，而是着急自己接下来没人照顾。其实我的发泄并不是丑化孝，而是思考人应该进行怎样的死亡教育？怎样社会化、系统性安排那些失能未失智的老人，让他们得到科学照顾，平静且理性地等待最后时刻。
负面,2024-04-22 01:36:46 北京时间,保密,回复 @战神牛爷爷101 : 谁喂药你吃？失能了，把药放你枕头边，你歪头吃的能力都没有。
正面,2024-04-22 07:05:18 北京时间,保密,回复 @泠七某人 : 古话说的好“久病床前无孝子 ” 这里不是说子孙后代不好，而是照顾久病卧床的老人对子女来说是一件精神和肉体都很折磨的事情。
正面,2024-04-22 09:17:54 北京时间,保密,如果只是腿脚不好的话肯定还是想活的，但中风到瘫痪的话要思维清晰就很难了。至少我家里脑梗的老人，在还勉强能走路的时候就已经开始头脑混乱了，且个个如此。唯一例外我爷爷是晚年腰椎受伤，但至少可以坐，也可以轮椅出行。而那种头脑混乱记忆力严重减退的，一般自己都不想活，毕竟哪怕身体还没死也感觉意识已经在逐渐死去了。
正面,2024-04-24 02:09:28 北京时间,男,确实是最恶心的道德绑架，我爸对我说的，每个月不给家里打钱，逢年过节不给他们打钱，父母生日没有回家摆酒席请亲戚吃饭，每周周末没有回家（我赣州的），这些你都没有做啊，你就是不孝（两年前过年的时候说的，我00后）。。。。。反正在我看来我有钱我能做我就做，我没钱做不来也没办法，总不能打肿脸充胖子吧
中立,2024-04-24 05:45:35 北京时间,男,换成老人有巨额养老金，外加医疗免费，这种情况再想想[doge]
正面,2024-04-30 15:11:20 北京时间,女,点了，一模一样，加上住院各种手术和透析，要人贴身照顾。
正面,2024-05-10 03:15:52 北京时间,男,所谓久病床前无孝子  而反过来当你久病床前父母会怎么样呢  如果你碰见了那少数的混蛋父母 我只能为你的遭遇感到难过  但这并不是你可以把孝批判成最残忍最丑陋的道德绑架[笑]
正面,2024-05-17 14:15:43 北京时间,保密,既然生你那你就得养老，至少我做不到
正面,2024-04-21 05:52:39 北京时间,保密,如果到了你中风躺床上的那一天，你是吃一瓶安眠药还是道德绑架你儿子？
中立,2024-04-21 06:23:12 北京时间,男,回复 @bili_85419525 :必须死，这活着有啥意思[笑哭]
负面,2024-04-21 06:50:33 北京时间,保密,回复 @bili_85419525 : 人是一个矛盾体！以我现在的理智，我如果真的有整天躺在屎尿中、连喝水都无能为力的那一天，我选择饿死自己，绝不绑架子女的自由和健康，也不愿到养老院忍受护理人员打骂毫无尊严地活着。可是谁知道呢，那么多失能老人年轻时也曾叱咤风云、活力四射、理性十足，可真到了要人投喂、翻身、擦屁股的这一天，仍然要贪生苟活，对死亡有极致地恐惧！人的生命发展有相似性，我真不敢保证年老的我不会变得如此自私。
正面,2024-04-21 08:51:43 北京时间,保密,这难道不是人的道德底线？
负面,2024-04-21 10:03:45 北京时间,保密,回复 @lowxiong : 这种还是自己真正经历了才有发言权，老了瘫痪不能动的很多，真没听说谁为了不给人家添麻烦给自己饿死的。
负面,2024-04-21 13:56:23 北京时间,保密,回复 @泠七某人 : 站着自然不腰疼
负面,2024-04-21 16:38:12 北京时间,男,回复 @bili_85419525 : 我吃药啊，没有尊严的躺在病床上干什么？？
负面,2024-04-22 01:32:15 北京时间,保密,回复 @泠七某人 : 当你家里有一个这样的老人，其他兄弟姐妹都有充足的理由问不了你不得不担起责任时，你就会知道：非常痛恨周围邻居夸你是最孝的儿子，你很多时候非常希望自己猝死，并且你非常明白，你如果真的猝了，躺在床上的那个并不会因为失去你而伤心，而是着急自己接下来没人照顾。其实我的发泄并不是丑化孝，而是思考人应该进行怎样的死亡教育？怎样社会化、系统性安排那些失能未失智的老人，让他们得到科学照顾，平静且理性地等待最后时刻。
负面,2024-04-22 01:36:46 北京时间,保密,回复 @战神牛爷爷101 : 谁喂药你吃？失能了，把药放你枕头边，你歪头吃的能力都没有。
正面,2024-04-22 07:05:18 北京时间,保密,回复 @泠七某人 : 古话说的好“久病床前无孝子 ” 这里不是说子孙后代不好，而是照顾久病卧床的老人对子女来说是一件精神和肉体都很折磨的事情。
正面,2024-04-22 09:17:54 北京时间,保密,如果只是腿脚不好的话肯定还是想活的，但中风到瘫痪的话要思维清晰就很难了。至少我家里脑梗的老人，在还勉强能走路的时候就已经开始头脑混乱了，且个个如此。唯一例外我爷爷是晚年腰椎受伤，但至少可以坐，也可以轮椅出行。而那种头脑混乱记忆力严重减退的，一般自己都不想活，毕竟哪怕身体还没死也感觉意识已经在逐渐死去了。
正面,2024-04-24 02:09:28 北京时间,男,确实是最恶心的道德绑架，我爸对我说的，每个月不给家里打钱，逢年过节不给他们打钱，父母生日没有回家摆酒席请亲戚吃饭，每周周末没有回家（我赣州的），这些你都没有做啊，你就是不孝（两年前过年的时候说的，我00后）。。。。。反正在我看来我有钱我能做我就做，我没钱做不来也没办法，总不能打肿脸充胖子吧
中立,2024-04-24 05:45:35 北京时间,男,换成老人有巨额养老金，外加医疗免费，这种情况再想想[doge]
正面,2024-04-30 15:11:20 北京时间,女,点了，一模一样，加上住院各种手术和透析，要人贴身照顾。
正面,2024-05-10 03:15:52 北京时间,男,所谓久病床前无孝子  而反过来当你久病床前父母会怎么样呢  如果你碰见了那少数的混蛋父母 我只能为你的遭遇感到难过  但这并不是你可以把孝批判成最残忍最丑陋的道德绑架[笑]
正面,2024-05-17 14:15:43 北京时间,保密,既然生你那你就得养老，至少我做不到
正面,2024-06-15 21:29:54 北京时间,保密,虽然下降了，但你是打着绝户的视角来看啊，绷不住了
中立,2024-06-16 00:07:03 北京时间,保密,回复 @windrua :生孩子是要看自己兜里的钱的 我说啥都影响不了这个 人家想生我还能拦着吗[呲牙]
正面,2024-06-15 21:29:54 北京时间,保密,虽然下降了，但你是打着绝户的视角来看啊，绷不住了
中立,2024-06-16 00:07:03 北京时间,保密,回复 @windrua :生孩子是要看自己兜里的钱的 我说啥都影响不了这个 人家想生我还能拦着吗[呲牙]
中立,2024-04-18 03:17:27 北京时间,保密,不是对立问题，而是关于幸福的问题，我们大部分年轻人都想生娃，奈何没钱啊[笑哭]
正面,2024-04-18 03:28:03 北京时间,女,时代在发展。确实小农经济在逐渐瓦解，五年之前种地的都是老一辈，90后哪怕读不去书也不会去种地，现在我们村都没地可种了，大家都去打工。
正面,2024-04-18 03:37:48 北京时间,男,跟对立无关。本来就是一个现实问题。
负面,2024-04-18 03:49:27 北京时间,男,回复 @銀翼の兇星丶 :你结婚了吗
负面,2024-04-18 03:57:54 北京时间,保密,回复 @双子的蜻蜓龙 :没有，工资不允许结婚，都自顾自的
正面,2024-04-18 04:12:58 北京时间,保密,对立本身就存在，以前人们避而不谈而已。这种对立不是“制造”出来的，望周知。
负面,2024-04-18 04:18:22 北京时间,男,回复 @銀翼の兇星丶 :没结婚的不要谈孩子了
负面,2024-04-18 04:19:40 北京时间,男,回复 @记忆幻化成风 :当然能制造啊，这叫错误归因
正面,2024-04-18 04:20:31 北京时间,保密,你这样的思考问题的方式真是奇葩
正面,2024-04-18 04:24:31 北京时间,保密,对
负面,2024-04-18 04:26:19 北京时间,保密,回复 @銀翼の兇星丶 :那五六十年代，七八十年代呢？？？哪个年代不苦，那个年代一家五六七八口人呢。
正面,2024-04-18 04:30:36 北京时间,保密,要是个个家庭幸福还愁出生人口？
正面,2024-04-18 04:34:55 北京时间,保密,你是真逆天。房子卖不出去是现在人不需要买房了吗？
负面,2024-04-18 04:36:37 北京时间,保密,回复 @我大河山 :上一辈的苦不是为了让下一辈也接着苦。你这么喜欢拿过去的苦来说自己不苦。那你就生，最好生七八个。你愿意你继续就好了
负面,2024-04-18 04:37:44 北京时间,保密,回复 @记忆幻化成风 :本质矛盾是什么？
负面,2024-04-18 04:50:53 北京时间,保密,回复 @銀翼の兇星丶 :就是从幸福、生娃、没去这个点切入，不得不说效果真的强
负面,2024-04-18 04:51:07 北京时间,男,回复 @我大河山 :50年代苦只是一时苦，十年后孩子长大了，60年代生活也好了。你现在生孩子，再过十年，你的生活水平能有50年代到60年代，那种提高吗？只会更差是吧。
负面,2024-04-18 04:53:08 北京时间,保密,回复 @我大河山 :那个时候还算是农业时代  农业时代生孩子是正收益 视频里已经说的很清楚了  50年代再穷再苦 也没有古代底层人苦 古代战乱时候都生好几个，那么和平年代不是得生十几个啊
负面,2024-04-18 05:31:23 北京时间,保密,回复 @銀翼の兇星丶 :你别代表我，我有钱也不生
负面,2024-04-18 06:26:29 北京时间,男,回复 @星空捕手 :谁说的，60年代就好了？大多数得等到01后才好一点
正面,2024-04-18 06:42:15 北京时间,男,没有问题？也无法凭空臆造
正面,2024-04-18 20:32:21 北京时间,保密,生育率都跌了这么多年也是最近的视频导致的？
正面,2024-04-19 02:35:25 北京时间,保密,这个视频貌似和父母与子女对立无关吧，很清晰的一个社会问题。
正面,2024-04-20 03:39:15 北京时间,男,对立个集贸，难不成以前的不存在这些问题？
正面,2024-04-20 05:22:53 北京时间,保密,真的对立吗？我不生就是有违天道大逆不道啦？
正面,2024-04-21 03:47:07 北京时间,男,子女与父母对立的问题，一般都是学生和家长之间的教育矛盾，而生育问题，是活着的人与还没出生的人的矛盾。孩子教育花费大，教育难度大，以及其他一系列因素，实际上是活着的人和环境的矛盾，孩子是无辜的，人们不愿意生孩子也就只是不希望他们生在现在这个环境。如果生育每人补贴80w，工作保升职，教育不内卷，大家不会像现在这样抵触生育。所以终究还是人个体与社会的矛盾，而不是父母与孩子的矛盾
正面,2024-04-23 02:43:40 北京时间,保密,因果关系有因才有果，果不是凭空变出来的
中立,2024-04-18 03:17:27 北京时间,保密,不是对立问题，而是关于幸福的问题，我们大部分年轻人都想生娃，奈何没钱啊[笑哭]
正面,2024-04-18 03:28:03 北京时间,女,时代在发展。确实小农经济在逐渐瓦解，五年之前种地的都是老一辈，90后哪怕读不去书也不会去种地，现在我们村都没地可种了，大家都去打工。
正面,2024-04-18 03:37:48 北京时间,男,跟对立无关。本来就是一个现实问题。
负面,2024-04-18 03:49:27 北京时间,男,回复 @銀翼の兇星丶 :你结婚了吗
负面,2024-04-18 03:57:54 北京时间,保密,回复 @双子的蜻蜓龙 :没有，工资不允许结婚，都自顾自的
正面,2024-04-18 04:12:58 北京时间,保密,对立本身就存在，以前人们避而不谈而已。这种对立不是“制造”出来的，望周知。
负面,2024-04-18 04:18:22 北京时间,男,回复 @銀翼の兇星丶 :没结婚的不要谈孩子了
负面,2024-04-18 04:19:40 北京时间,男,回复 @记忆幻化成风 :当然能制造啊，这叫错误归因
正面,2024-04-18 04:20:31 北京时间,保密,你这样的思考问题的方式真是奇葩
正面,2024-04-18 04:24:31 北京时间,保密,对
负面,2024-04-18 04:26:19 北京时间,保密,回复 @銀翼の兇星丶 :那五六十年代，七八十年代呢？？？哪个年代不苦，那个年代一家五六七八口人呢。
正面,2024-04-18 04:30:36 北京时间,保密,要是个个家庭幸福还愁出生人口？
正面,2024-04-18 04:34:55 北京时间,保密,你是真逆天。房子卖不出去是现在人不需要买房了吗？
负面,2024-04-18 04:36:37 北京时间,保密,回复 @我大河山 :上一辈的苦不是为了让下一辈也接着苦。你这么喜欢拿过去的苦来说自己不苦。那你就生，最好生七八个。你愿意你继续就好了
负面,2024-04-18 04:37:44 北京时间,保密,回复 @记忆幻化成风 :本质矛盾是什么？
负面,2024-04-18 04:50:53 北京时间,保密,回复 @銀翼の兇星丶 :就是从幸福、生娃、没去这个点切入，不得不说效果真的强
负面,2024-04-18 04:51:07 北京时间,男,回复 @我大河山 :50年代苦只是一时苦，十年后孩子长大了，60年代生活也好了。你现在生孩子，再过十年，你的生活水平能有50年代到60年代，那种提高吗？只会更差是吧。
负面,2024-04-18 04:53:08 北京时间,保密,回复 @我大河山 :那个时候还算是农业时代  农业时代生孩子是正收益 视频里已经说的很清楚了  50年代再穷再苦 也没有古代底层人苦 古代战乱时候都生好几个，那么和平年代不是得生十几个啊
负面,2024-04-18 05:31:23 北京时间,保密,回复 @銀翼の兇星丶 :你别代表我，我有钱也不生
负面,2024-04-18 06:26:29 北京时间,男,回复 @星空捕手 :谁说的，60年代就好了？大多数得等到01后才好一点
正面,2024-04-18 06:42:15 北京时间,男,没有问题？也无法凭空臆造
正面,2024-04-18 20:32:21 北京时间,保密,生育率都跌了这么多年也是最近的视频导致的？
正面,2024-04-19 02:35:25 北京时间,保密,这个视频貌似和父母与子女对立无关吧，很清晰的一个社会问题。
正面,2024-04-20 03:39:15 北京时间,男,对立个集贸，难不成以前的不存在这些问题？
正面,2024-04-20 05:22:53 北京时间,保密,真的对立吗？我不生就是有违天道大逆不道啦？
正面,2024-04-21 03:47:07 北京时间,男,子女与父母对立的问题，一般都是学生和家长之间的教育矛盾，而生育问题，是活着的人与还没出生的人的矛盾。孩子教育花费大，教育难度大，以及其他一系列因素，实际上是活着的人和环境的矛盾，孩子是无辜的，人们不愿意生孩子也就只是不希望他们生在现在这个环境。如果生育每人补贴80w，工作保升职，教育不内卷，大家不会像现在这样抵触生育。所以终究还是人个体与社会的矛盾，而不是父母与孩子的矛盾
正面,2024-04-23 02:43:40 北京时间,保密,因果关系有因才有果，果不是凭空变出来的
正面,2024-04-22 17:03:53 北京时间,保密,你说话都不经大脑的吗
负面,2024-04-23 01:27:47 北京时间,保密,回复 @尼禄酱么么哒 : 你都是这么开杠的么
负面,2024-05-13 13:56:44 北京时间,保密,回复 @尼禄酱么么哒 : 你说话都不经大脑的吗
正面,2024-05-16 02:12:29 北京时间,男,北京天通苑多少套？
正面,2024-04-22 17:03:53 北京时间,保密,你说话都不经大脑的吗
负面,2024-04-23 01:27:47 北京时间,保密,回复 @尼禄酱么么哒 : 你都是这么开杠的么
负面,2024-05-13 13:56:44 北京时间,保密,回复 @尼禄酱么么哒 : 你说话都不经大脑的吗
正面,2024-05-16 02:12:29 北京时间,男,北京天通苑多少套？
正面,2024-04-24 03:02:59 北京时间,保密,底薪2000？保安不知2000吧
负面,2024-04-24 07:44:04 北京时间,保密,回复 @蓝色鱼尾 : 别人公积金6000没告诉你吧
正面,2024-04-25 09:22:11 北京时间,男,2000？你没算其他的东西进去吧？
正面,2024-05-04 03:16:28 北京时间,男,婚和育是很难完全分开讨论的。首先一点按照正规流程生孩子就要先结婚。如果没有生孩子的意愿，结婚的意愿也会降低。所以结婚率低有一部分原因也是由于生育意愿的降低，这两个在一定程度上是相辅相成的。当然结婚率低还有其他方面的原因比如结婚成本和当今男女三观的冲突等。
正面,2024-05-05 13:22:45 北京时间,保密,严格来说你完善了up的部分疏忽，但up大部分说的也没错，我个人认为经济原因也导致青年人不想找对象（因为二三线城市光是结婚费用就是一笔不小的开销，其他城市我不知道），才导致结婚率低，最根本依旧是经济原因
负面,2024-05-06 05:28:03 北京时间,保密,回复 @蓝色鱼尾 : 月薪是月薪，他要是公积金还有几千或者年终奖几十万呢
正面,2024-04-24 03:02:59 北京时间,保密,底薪2000？保安不知2000吧
负面,2024-04-24 07:44:04 北京时间,保密,回复 @蓝色鱼尾 : 别人公积金6000没告诉你吧
正面,2024-04-25 09:22:11 北京时间,男,2000？你没算其他的东西进去吧？
正面,2024-05-04 03:16:28 北京时间,男,婚和育是很难完全分开讨论的。首先一点按照正规流程生孩子就要先结婚。如果没有生孩子的意愿，结婚的意愿也会降低。所以结婚率低有一部分原因也是由于生育意愿的降低，这两个在一定程度上是相辅相成的。当然结婚率低还有其他方面的原因比如结婚成本和当今男女三观的冲突等。
正面,2024-05-05 13:22:45 北京时间,保密,严格来说你完善了up的部分疏忽，但up大部分说的也没错，我个人认为经济原因也导致青年人不想找对象（因为二三线城市光是结婚费用就是一笔不小的开销，其他城市我不知道），才导致结婚率低，最根本依旧是经济原因
负面,2024-05-06 05:28:03 北京时间,保密,回复 @蓝色鱼尾 : 月薪是月薪，他要是公积金还有几千或者年终奖几十万呢
正面,2024-04-19 23:32:32 北京时间,保密,"其实莫，我感觉这个事分穷养跟富养。不卷的加上让子女成年后自食其力，好像压力不是很大。（前提是得受得了别人说这说那）,不过，还是你说的对。"
负面,2024-04-20 00:27:28 北京时间,保密,回复 @何人不是祖国人 :主要是很多吐槽的人父母本身条件就一般，小城市又不是体制内一个月工资能多少，上面还有双方父母，下面小孩除了生活费学费也是一大笔，还要父母满足额外需求好歹也想想父母一个月还能剩下多少吧，父母十几年前哪能想到养个孩子这么费钱，还要被不认识的陌生人骂没钱就别生
中立,2024-04-20 05:32:55 北京时间,保密,又靠夸大和造谣输出观点了，大部分长文发出来介绍家里情况的有哪个是独生子女？不都是越穷越爱生或者拼太子的极品？给够你这生活费的吐槽贴评论又不会激起公愤能怎么骂啊最多阴阳两句[呲牙]那点攻击力能破你防不就是玻璃心被说中默默碎了急着把所有坦白贴都打成消费主义作祟吗[呲牙]装瞎占领道德高地你是懂的[支持]
中立,2024-04-20 05:35:35 北京时间,保密,回复 @忽而今夏HEJX : 没钱就别生都成骂了，不敢想你能现实能多失败能被这么句话轻轻破防[支持]不能给孩子提供快乐的环境我只能建议你：没钱别生[支持]
中立,2024-04-20 07:34:36 北京时间,保密,回复 @帅帅赛巴斯 : 从第一句话开始就说明你狗嘴吐不出象牙[给心心][给心心][给心心]
中立,2024-04-20 07:44:56 北京时间,男,回复 @春川肘 : 你是破防了，还是被说中了[辣眼睛]
正面,2024-04-20 08:26:25 北京时间,保密,不生就什么事都没有，不用担心子女的前途发展，也不用被骂
正面,2024-04-20 20:18:45 北京时间,男,问就是阴阳怪气人均月薪三千，然后一说生活费就开始各种吹什么一个月两千三千不够，我很好奇爸妈人均三千是怎么敢拿出一大半的工资养活这些王子公主的
中立,2024-04-24 15:41:54 北京时间,保密,我10年读大学那会 1000块钱生活费能谈恋爱 打游戏 还偶尔出去跟同学小聚喝酒。。。偶尔还能买点小手办 现在大学生生活费这么夸张吗。。而且现在兼职打工的渠道很多啊。。我们那会就是发传单赚外快[微笑]
正面,2024-04-27 07:29:27 北京时间,男,我只能说言传身教是最最重要的，大量事实证明经济条件只是微不足道的一个因素。想知道自己娃以后人品怎么样看看自己就知道了，当然要是自己人品行不强还自知之明都没有，再对孩子差一点那多半是疑惑震惊失望最后来一句我怎么生出这么个东西，感觉委屈全是自己的
中立,2024-04-28 12:56:43 北京时间,女,提醒下我这里不够至少1500不够，坐标南京。早饭5块，中饭15晚饭15就是35了，电费每个月40，校园网每个月80，这里假设不买水果零食，喝水用热水壶烧，永远不生病，不买书，不买文具，身边电子产品不出问题，不打印文件，不出去玩，每个月永远30天，永远不回家，那算上学校洗澡用热水每个月50也就是一天1。5左右，就要1250了。你1500勉强够用[藏狐]
中立,2024-04-28 12:57:57 北京时间,女,然后还有小可爱说兼职的，的确，但是否考虑到学业问题呢？现在大学可不是随随便便就能毕业哦[藏狐]挂多了老师电话就来了，你不闹心
中立,2024-04-28 12:59:14 北京时间,女,当然，哪怕你走出去看一下也知道早餐5块钱中餐15晚餐15走出校园根本看不见，至少南京苏州看不见[藏狐]
正面,2024-04-29 06:56:25 北京时间,女,还是给的多了，养成的消费观不符合自己的阶层。不够花自己去挣，一两千还嫌少，我大学每个月生活费才八百我都有的剩，没课的时候去做做兼职都能去旅游约会，大学生兼职又不难找，给他们惯得。
正面,2024-05-03 17:33:58 北京时间,保密,养猫养狗得了，还养个人，人可是和自己平等的，而且还是一个会问自己要钱去供他自己娱乐的平等人。想想都可怕，我绝对不会制造一个人出来分享我辛辛苦苦赚的钱。
正面,2024-05-06 12:55:45 北京时间,保密,"回复 @大尾巴狼啦 : 食堂一顿15起步通常都是18,偶尔吃好点算每顿饭平均21（每3天吃一次35的饭）。早饭8块每个月算20次，零食夜宵平均每天15块30*2*21+20*8+30*15=1870，两千块吃吃饭就没了。"
负面,2024-05-07 04:46:08 北京时间,保密,回复 @cly030108 : 我2010年读的大学 那时候饭堂没这么贵12块钱能吃的很饱了 学校外面的小炒一碟也就15块钱
正面,2024-05-11 19:11:50 北京时间,保密,几年前，我读大学的时候就是1000，后面涨到一千五百，这还是在南宁，其他消费高的城市根本不够用。现在我工作以后吃吃喝喝买生活用品，也至少1千到两千，我也不是那种喜欢高消费的人，化妆品护肤品很少买，也很少出去玩，买的东西也是平价的。事实上就是生活成本高。
正面,2024-04-19 23:32:32 北京时间,保密,"其实莫，我感觉这个事分穷养跟富养。不卷的加上让子女成年后自食其力，好像压力不是很大。（前提是得受得了别人说这说那）,不过，还是你说的对。"
负面,2024-04-20 00:27:28 北京时间,保密,回复 @何人不是祖国人 :主要是很多吐槽的人父母本身条件就一般，小城市又不是体制内一个月工资能多少，上面还有双方父母，下面小孩除了生活费学费也是一大笔，还要父母满足额外需求好歹也想想父母一个月还能剩下多少吧，父母十几年前哪能想到养个孩子这么费钱，还要被不认识的陌生人骂没钱就别生
中立,2024-04-20 05:32:55 北京时间,保密,又靠夸大和造谣输出观点了，大部分长文发出来介绍家里情况的有哪个是独生子女？不都是越穷越爱生或者拼太子的极品？给够你这生活费的吐槽贴评论又不会激起公愤能怎么骂啊最多阴阳两句[呲牙]那点攻击力能破你防不就是玻璃心被说中默默碎了急着把所有坦白贴都打成消费主义作祟吗[呲牙]装瞎占领道德高地你是懂的[支持]
