昵称,性别,时间,点赞,评论,IP属地,二级评论条数,等级,uid,rpid
天漠之峡,保密,2024-05-16 05:31:19 北京时间,4,视频忽视了两点，一是人有感情，养儿就是能防老：即使没有思想束缚，当一个曾经不遗余力帮助自己的人逐渐无力，我也会一定程度伸出援手。二是人就是需要子女养老：一个老人或者两个老人，自己都顾不过来，更不可能互相照顾，指望养老院？还是年纪大了直接死？还是拿钱找一个时刻准备毒死自己的小年轻？当然这两点只针对正常思想的人，卖女儿换嫁妆一类的父母，和瘫死在家里啃老的孩子不谈。综上，养儿能防老，防老需要养儿，所以养儿是防老的充要条件。只是现在年轻人没考虑那么远。,上海,1,5,14440147,221693086480
华山派掌门雷不群,保密,2024-05-13 03:01:17 北京时间,4,批判小农思想本身就是偏颇的，西方发达国家小农思想更严重，小农思想的核心是阶级固化，一辈子就干父亲干的活，小富即安。把小农思想当原罪，你西方芭比不得跳起来打你，人家高大上的inner peace在你嘴里成了什么玩意？,广东,0,5,173915009,221207247664
夏夜青岚,保密,2024-05-10 09:41:50 北京时间,4,可能我物质条件还可以，但也觉得一个小孩还是要生的，所以我生了个女儿，有些脑*会说将来你女儿嫁人后你的财产都改姓了，笑话，我女婿还能继承我的财产？我早花干净了[doge][doge][doge]个人家中4个人只有我老婆带小孩，老一辈的带小孩也没耐心只会大道理说应该父母带，然而我也没耐心带小孩，以前别人劝二胎还不好意思多反驳怕得罪人家，烦不胜烦后我都说生二胎可以，谁劝的谁来帮我带到18岁，中间产生的费用我出。到现在不想忍了，我都是问TA你怎么不早点死？》,江苏,1,5,349791413,220768679072
夕夕沥沥,保密,2024-05-10 01:03:01 北京时间,4,婚都没人结，还哪有孩子，彩礼高，最近老是刷到骗婚骗彩礼的视频，就算要回来她也会吃掉你30%以上的彩礼，你如果不是和对方相处个几年，谁给你勇气去结婚的[嗑瓜子],广东,0,5,646603639,220705100256
千克蘑菇,男,2024-04-20 12:20:25 北京时间,4,全世界每年那么多人，花那么多钱养宠物，是出于什么投资回报的考量吗？[呲牙],江苏,5,6,125366714,217756817184
不知名的某科学狗子,男,2024-04-19 13:44:38 北京时间,4,我说一句，龙年小高峰[doge],广东,1,6,249049046,217617249312
坂道の詩,保密,2024-04-18 23:25:24 北京时间,3,Big胆[吃瓜],黑龙江,0,6,21969926,217512662160
乐色大会员,男,2024-04-18 04:28:23 北京时间,7,如果我大学毕业能包分配，我会不结婚生孩子？,山西,9,6,22378861,217397694432
司徒倾安,保密,2024-04-20 20:22:55 北京时间,5,我有一个观点即鼓励富人多生孩子，穷人最好不要生孩子。因为富人的孩子一出生就在罗马，穷人的孩子大多数成为牛马。穷人不生孩子可以更好的生活，富人多生孩子因为继承问题会导致自身财产的不断分割，并且在穷人阶层的不断减少下会逐渐变为新的贫困阶层。就像推恩令一样，富人阶层在增多的同时在减少，穷人阶层在减少的同时在增多。,辽宁,0,5,137071613,217811843888
紫电改四,保密,2024-05-05 18:10:20 北京时间,1,共产主义abc,四川,0,6,3932437,220102054144
峰山科乃,保密,2024-04-24 15:18:52 北京时间,1,看看推的新闻,湖南,0,6,47086993,218377192464
王羲之,保密,2024-04-23 13:36:42 北京时间,1,这个我熟,江苏,0,6,114824,218214906464
胡非聪,保密,2024-05-27 06:06:11 北京时间,2,都在说没什么钱，就算有钱，愿意降低自己的生活质量，去过上一去无法回头，回报还不稳定的生活的人也越来越少了,湖南,0,6,348813489,223422125616
回家与出发的路上,男,2024-05-26 11:55:04 北京时间,2,就算按照现有的出生人口不变，30年后就是1个年轻人3个老人了。关键出生人口未来三年还会继续降[笑哭],湖南,0,5,1428238279,223315247152
XSXS_XD,保密,2024-05-26 03:34:11 北京时间,2,也许你觉得自己是个例，孩子为爱而生为责任而生，但你不能否认除你以外的绝大多数人会惯性思考孩子带给自己的长线利益，而爱和亲情会给利益悄悄让步,浙江,0,5,446107661,223242431344
星一愿,保密,2024-05-23 14:23:57 北京时间,2,有人说过，因为人类组建会之前都是为了自己的利益不择手段，只是缺乏安全和稳定，为了最大化自己的利益牺牲掉一些大家都愿意牺牲的权益才组建了社会，所以从根本上来说没有人愿意自己的利益被人被社会损害。,安徽,0,4,3537122818525865,222848566320
一段情一段清,保密,2024-05-23 03:17:18 北京时间,2,我们海南澄迈农村彩礼平常不会超5万，都是18888-28888-38888，有钱人除外,海南,0,4,2026384348,222759696544
在下很幽默,男,2024-05-19 04:44:37 北京时间,2,看来现在真的不能怪年轻人不生小孩啊,江苏,0,4,480097952,222160615920
现实就是神作,保密,2024-05-18 09:07:24 北京时间,2,过去独生子女，一对夫妻基本没有养老压力，因为老人有多个子女，等于一对夫妻只要养1.5口人，现在两个子女，一对夫妻要养6口人，关键工资还不涨,湖南,2,6,177141605,222029721936
至死不渝的执着,保密,2024-05-16 00:39:36 北京时间,2,感觉中间一段就是自己的臆想,陕西,0,6,154129087,221656959104
bili_86321398119,保密,2024-05-14 07:41:02 北京时间,2,家长活的不容易，孩子都看在眼里，所以孩子们不结婚或是结婚后不要孩子。,天津,0,4,1972817718,221400576288
吼吼-骑摩托去咯,男,2024-05-13 15:53:45 北京时间,2,穷加上男多女少，我不啃老能养活的起自己就不错了,湖南,0,5,471750666,221318024784
白嫖道祖师,男,2024-05-13 12:37:25 北京时间,2,现在的生育主力主要是90后，但是90后受到计划生育影响，在中国的年龄结构里面占比较少，而他们的50、60后的爷爷辈又是处于人口大爆炸的那个时代，所以数据反映的并不全是年轻人不生的问题，但这也表明一个趋势，等到90后老去的时候，数据就好看了[滑稽],山西,0,6,67981681,221285106352
xl308322,保密,2024-05-13 03:45:00 北京时间,2,一个时代一个政策，一个时代一批人，下一批人什么想法现在人又怎么知道？就像清末期中国人也没想到现在的后代是这样，活在当下，不负此生就好。,辽宁,0,5,1221509518,221212802528
艾古吃吃Official,男,2024-05-12 15:56:38 北京时间,2,完全能被父母遥控的人确实可怜又可笑,四川,0,6,30722244,221161233408
MjckyXja,保密,2024-05-12 11:43:48 北京时间,2,所有人口大幅下降的省份都是出名的经济不发达+没有国家大力支持的省份。他们不生可太对了。穷乡僻壤，又得不到像西部地区那样的支持力度，那里的人老百姓仿佛被抛弃一样，脑子正常的人都会想要离开那里。直到留下来的人足够少，竞争压力越来越小直到有足够的机会让人可以发展下去，否则这几个省份的人还要一股劲的外流。,浙江,0,5,7848037,221119804128
六学居士,男,2024-05-12 07:16:27 北京时间,2,趋利避害人之常情，却归位自私自利不懂奉献呵呵。。,湖北,0,5,390750987,221080451056
樱落梨衣,保密,2024-05-12 05:47:46 北京时间,2,讲家庭的部分不敢苟同，家庭的概念被解构并打碎之后日子只会更苦，无论老少。,河北,0,6,10954993,221068153616
恶臭手配,男,2024-05-12 05:22:52 北京时间,2,我支持儒家是因为我是贵族我要约束你，你支持儒家是因为你没脑子[笑哭],四川,0,6,15759750,221064479600
来份土豆烧牛肉,男,2024-05-11 20:03:24 北京时间,2,新疆人口正增长是最幽默的，大街上都没几个人，我的初高中同学，毕业搁这边发展的一只手都数的过来,新疆,1,6,14798913,221013715584
U2,保密,2024-05-10 18:33:55 北京时间,2,"引用名言——懒惰是人类进步的阶梯。趋利避害亦如是。,张口就试图让你吃苦的，都是一开始就试图站在道德的高点去批评你的，他的话参考价值极低。这年头为什么这么多人喜欢喝鸡汤？因为鸡汤至少出发点是良善的，并没想害你。而真正关心在乎你的人，根本不会只动动嘴皮子",辽宁,0,6,10617,220845800048
丿Hey丶Boy,男,2024-05-10 14:01:22 北京时间,2,挺好笑的，现在风气可是一切向钱看，那赔钱的买卖有人想做吗？ 至于赔钱的买卖是啥，呵呵,福建,0,6,50685100,220809080560
ray87s,保密,2024-05-10 13:01:54 北京时间,2,不要只看出生率跟死亡率，要知道现在死亡的那批人都是什么年代的，那年代一生就6-7个，现在生2个算平常，1个或者晚生的也很多，这样一对比就很明显了，等人口稳定下来大概就6亿以下，这才是真实情况，而不是现在的人不想生或者生育率低的问题，最根本上的问题是生得太少了，要想涨起来先让大多数人都生6个,广东,1,3,1949738975,220798999232
兹拉啦,男,2024-05-10 06:52:32 北京时间,2,大学不免费是因为发展全靠优秀科学家，而这群人成长都不需要大学或者一路轻松拿奖学金甚至特例吃住跟学费全免？而且社会也不需要太多中层精英所以用学费拦一部分人？,广西,0,5,450477509,220748414272
EVA_Mark_十三,男,2024-05-10 06:48:47 北京时间,2,不知道，但是自己知道自己什么德行，还是不要霍霍人的好[脱单doge],广东,0,5,695325106,220747995600
刑狱魔铠,保密,2024-05-10 04:05:31 北京时间,2,"老牛干了一辈子也不会觉得干活有啥不对，以前人知识储备不高自然也如井底之蛙一般不知进取不思改变。,如果给老牛人的思维，那它还愿意这样一辈子勤勤恳恳任劳任怨吗？,同理，让我们开阔了视野却还要我们过以前的生活，何其残忍。",浙江,0,5,358748723,220726129744
沈阳好果汁无限公司,男,2024-05-10 02:15:27 北京时间,2,去年我老家县城出生200个[嗑瓜子],辽宁,2,6,44006941,220712469712
注意还有另外一个小队,保密,2024-05-09 03:19:59 北京时间,2,出生率低吗？那么多出生专家呢,河南,0,6,306564290,220569375360
严肃丶,保密,2024-05-07 12:24:31 北京时间,2,我成长过程一直和老一代人一起度过的，目前未婚，不打算结了。有人愿意嫁我不愿意娶，我追求的婚姻是可以带来精神世界的满足。太穷了，婚后分局两地，老婆孩子在家，我在外打工，一年回去一两次，结婚是为了什么呢？这种日子没法过，后半辈子不是为自己而活的，为了那点自我安慰不值得,上海,1,4,3493146082151344,220345531600
悠然的石头,保密,2024-05-06 08:23:21 北京时间,2,中国父母大部分愿意帮助带娃 都这个出生率。哈哈哈,安徽,0,3,1911028926,220167216864
超大号丘丘人,男,2024-05-06 08:15:31 北京时间,2,屁股歪的我害怕，感觉能有你这些观念的人可能不太配被称为人[吃瓜],福建,3,6,3350996,220166403952
爱玩游戏的兜帽,男,2024-05-06 01:33:10 北京时间,2,死了的那一半去哪了，我身边也没见几个去世呀[思考][思考][思考],江苏,1,5,1738074313,220121196080
零落仙千寻,保密,2024-05-05 22:43:06 北京时间,2,多子多福是伪命题 卖女儿的彩礼也是民国后才出现的不正之风 你以为重男轻女是为啥,湖南,0,5,5936574,220110352768
零落仙千寻,保密,2024-05-05 22:40:09 北京时间,2,是年轻人不爱生孩子吗 是年轻人没钱啊,湖南,0,5,5936574,220110243728
轮回owo,男,2024-05-05 17:55:16 北京时间,2,"生活成本提高了，自己都特么活不起，还养个小孩？,结了婚要和父母分居吧，那你得有两套房，是有家庭有多套房，但是都是拼死拼活地贷款买来的，一个月还贷就要6k，你一家收入可能才1.2w，一家三口吃饭出行水电又最少是3k，生个病照顾个老人送个礼你还剩几个子？,再一个，彩礼40w，给的起么，给了之后一辈子忠贞不渝？劈腿了男方能得到合理的赔偿吗？不能,就该你老龄化严重，就该生育率下降",上海,0,6,13032333,220101097808
啧啧啧真昂,保密,2024-05-05 00:55:23 北京时间,2,你为什么总要假象出有个敌人是在迫害你，没有可能是每个人自己的选择。,上海,4,5,327393044,219956287712
硬币过千,男,2024-05-04 16:52:28 北京时间,2,这视频质量还要我投币阿,浙江,0,6,198313295,219931280016
Louis拾肆,保密,2024-05-03 14:59:50 北京时间,2,繁衍后代是所有生物的天性和本能，当一个物种拒绝或停止繁衍后代，那唯一的原因就是意识到本身所处的生存环境不适宜后代生存。,上海,0,5,244188888,219748284688
超人neverstop,男,2024-05-03 10:21:52 北京时间,2,太极端了,湖南,0,5,182772054,219702738784
迷路De火星人,保密,2024-05-03 01:40:02 北京时间,2,就是养孩的收益远低于成本，本质还是压力大嘛。跟高房价没区别！[吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜][吃瓜],广西,0,5,1534886914,219631587424
理塘节度使___,保密,2024-05-01 11:33:27 北京时间,2,说不定我能在有生之年看到人工子宫和社会化抚养的大规模运用？[思考],福建,0,4,359118019,219398811808
Aymoon归零,男,2024-04-29 15:04:25 北京时间,2,我先把自己养活好，然后买套房，买辆车，再存点钱防风险，再存点彩礼钱，再存点养孩子的钱，嗯，得有计划的生嘛，目前没有这种实力，只好调生调一下了，下辈子见。,北京,0,6,53366738,219123884944
你嗣真有大病啊,男,2024-04-29 09:28:57 北京时间,2,在自然界里繁衍是生物的第二目标，第一目标是活下去，当自然环境的压力过大，生物第一时间需要考虑的是怎样活下去，而不是怎样繁衍后代，即便自然界告诉你繁衍后代就能活下去，但是大部分生物基因低层DNA还是会让你选择自活而不是繁衍后代[妙啊][妙啊][妙啊],山东,0,6,475994976,219074133040
西湖边的杜十娘,保密,2024-04-29 04:27:45 北京时间,2,这是好事，恭喜。,浙江,0,5,15822030,219038913008
魔术雕,保密,2024-04-27 05:40:07 北京时间,2,笑死，不会还有人把人口红利这个词当正面词汇吧,福建,0,5,447902,218746497264
Sam_Smith,男,2024-04-26 22:24:35 北京时间,2,就没人和我一样单纯不喜欢小孩子所以不想生的吗？不是钱的问题就是纯粹嫌麻烦不想要[藏狐],浙江,0,6,96911,218699892640
风吹我已散i,保密,2024-04-26 07:26:59 北京时间,2,怎么还有这么多,江苏,0,6,174361940,218603579344
丶rmvb,男,2024-04-25 07:10:41 北京时间,2,我和我老婆是牛和马，我们跨物种无法繁衍，有生殖隔离。等下辈子托生到人身上再生，先调生下。,北京,0,6,17247550,218455945872
四菜一汤大盒饭,男,2024-04-24 16:39:41 北京时间,2,生育率下降的原因是多方面的，如果你把原因都归结于传统文化的糟粕，并用来散射攻击整个传统文化，我不得不怀疑你的成分,吉林,0,6,1619476,218388552112
无言色,保密,2024-04-24 16:32:01 北京时间,2,"中国的蔬菜水果现在还比较便宜，但是当70后之前的去世之后，如果不能实现水果蔬菜机械化，那么价格会起飞。90后之后的不会去吃那个苦。,,其实解决农村老龄化很简单，再把企业搬回农村。哪里有工作，人才会在那里定居。",山东,1,6,128024798,218387648176
舟舟1987,保密,2024-04-24 06:07:16 北京时间,2,核心还是宋明理学那一套。。。,山东,0,4,625905000,218302271312
地底的托卡马克装置,保密,2024-04-23 19:25:26 北京时间,2,"唉，寒假的时候刚刚跟家里说过现在不好就业,一开学就打电话说等我工作了要多帮帮家里,咖喱有没有米我能不知道吗，一个月八百块我是能寻思自己是富二代不成,你知道他们实际说的什么吗，我还是美化了的,我爹说你不要想着整天在家里混吃混喝，赶快给我出去挣钱去，老灯找工作的事情帮不了一点还觉得我毕业就能找到工作",湖北,0,6,190789747,218252758912
诶嘿lyb,保密,2024-04-22 22:38:56 北京时间,2,902好呀，900，没有突破800大关，2，统计学最喜欢的数据,福建,0,4,3494359940991248,218112132496
22天秤座,男,2024-04-22 11:38:03 北京时间,2,都别生！看你们以后还怎么说你不干有的是别人干[OK],福建,0,6,24716849,218054263088
箫学生1,保密,2024-04-22 09:23:35 北京时间,2,人口历史之最，完全没有可比性 ，清朝才4亿,广东,0,5,28011372,218034831984
royce_gao,男,2024-04-22 06:53:34 北京时间,2,噢，有解决办法吗？,福建,0,5,506645799,218018690064
XERA19,保密,2024-04-22 03:52:35 北京时间,2,我想永生、不想生孩，怎么办？这样也可以应聘新生儿，两难自解[脱单doge][脱单doge][脱单doge][doge][doge][doge],北京,0,6,85543213,217996229472
剑仙兔,保密,2024-04-22 03:02:42 北京时间,2,"因为没钱了呗 我媳妇俩月没发工资 我也拖欠一个月了,这一个还是前几年好一些时候生的  现在的这个经济条件  换几年前我肯定不生",黑龙江,1,5,380802279,217990530336
祈福吴彦祖,保密,2024-04-22 01:39:33 北京时间,2,很明显，仍在生娃的都是家里不缺劳动生产力的；缺的家庭一直都缺，过去缺未来也缺，既然无法摆脱困境，不如让自己过的好一些。,广东,0,4,486536006,217981814032
娄庄第一巴图鲁,男,2024-04-21 15:08:36 北京时间,2,什么叫物以稀为贵  人太多了 他就不值钱了,山东,0,5,1206758694,217942369696
良辰_lc,保密,2024-04-21 15:07:05 北京时间,2,到k值了[OK],山西,0,5,1414998980,217942268752
spegig,保密,2024-04-21 14:56:46 北京时间,2,以前人大多不上大学，高中或者技校毕业就参与工作，二十岁就开始被周围人撺掇着相亲恋爱结婚，往往是稀里糊涂的就生了孩子，现在大家有的是年岁思考自己的人生和未来，越想越不想结婚生子,山东,0,6,340254285,217940531824
夕暮并行_,保密,2024-04-21 12:47:13 北京时间,2,这么说吧，现在的现状非常不适合年轻人们恋爱结婚生子，除了加班就是内卷，还有被资本捧杀的一些女性，出生率怎么上去？真可悲,山东,0,5,626777821,217920678320
姐控怂皇苏韵锦,男,2024-04-21 12:46:54 北京时间,2,工资不涨反降，上5休2，今年变成上6休1，你还让我生孩子？一个人开始干2个人的活,湖北,0,6,4759992,217920661632
欧皇吸尘器,保密,2024-04-21 10:26:47 北京时间,2,娶不起，养不起。你还想要我咋的,重庆,0,6,283851825,217900025088
IT小咖,保密,2024-04-21 09:35:47 北京时间,2,别扯淡了，就是它穷的...一天到晚累的要死，做爱的心情都没了，哪有怀孕的可能啊，再加上本来结婚就晚，已经错过生育的最佳时期,上海,0,4,1306570659,217892576448
Abyssichate,男,2024-04-21 09:32:20 北京时间,2,英语学习启动,浙江,0,5,1870600,217891999936
V_szcppyoif,保密,2024-04-21 09:12:18 北京时间,2,别太追求生命存在的意义,辽宁,0,6,22613436,217889302944
毅薄云天_,男,2024-04-21 08:19:46 北京时间,2,"我感觉博主说的很多是有道理的，至少他给我们提供了一个新的思路，不是像很多以往的论调一样，单纯归结于年轻人不能吃苦，不愿意承担责任。而博主是进一步的的探索了背后的动因，也就是探索意识背后的物质，社会存在决定社会意识，社会存在的变化直接反应在社会意识上。随着时代变化社会意识发生转变，但是社会意识又具有相对独立性，并不能完全快速转变也就产生了新旧观念的碰撞。,关于孝文化的讨论：如果用常规思维来考虑的话，我们想象不到生育下一代是一种一定要带来收益的投资，认为这只是人类生存繁衍的本能。但是人类的行为是受意识支配的，在小农经济繁衍后代收益的确是高于成本的，人们无需对抗本能，也就生育了后代，在没有察觉的情况下就已经完成了投资的过程，而父母出于对孩子的掌控和对资源的获取也就形成了孝文化（可能也是无意识形成的）完成了,  父母→子女（投资）→孝文化（利益维护）→父母（孝的受益者）   这一过程。,如果单纯把孝文化解释成最基础的人伦关系，那么又为什么会形成这种人伦关系？这之间又缺乏了讨论。这是我给出的见解，不一定准确。欢迎讨论。",黑龙江,0,4,3493083213728274,217882210608
只是小哥哥,女,2024-04-21 08:15:31 北京时间,2,对于工作，既然我不干有的是人干；那对于生孩子，我不胜也有的是人生[脱单doge],山西,0,5,1579322352,217881685824
好记性不如烂记性,男,2024-04-21 07:50:09 北京时间,2,居然还有弹幕说回农村的，回农村，你就业机会在哪里？农村也是在想法集中人口清地皮去卖地，而且受制于农村人口老龄化太快，很多产业已经被摧毁了。在城市打零工还能活一活，回农村一点活路都没有,山东,1,5,474076472,217878275376
米兰毛豆,保密,2024-04-21 05:01:25 北京时间,2,为了不生，无所不用其极；为了生，无所不用其极。,四川,0,4,517292112,217855798944
电竞毒瘤代院长,保密,2024-04-20 12:09:40 北京时间,2,英语口语还是挺难学的,上海,2,5,232627670,217755191504
亿思空白,保密,2024-04-20 11:56:12 北京时间,2,总结:  没钱[tv_斜眼笑],广西,0,5,259920090,217753145824
无铭的信徒,保密,2024-04-20 11:20:41 北京时间,2,"当环境不再适合生存时，动物首先会停止繁衍，其次是大迁徙。,,——赵忠祥《动物世界》",浙江,0,6,2458386,217747745888
中华经典名著,男,2024-04-20 10:54:12 北京时间,2,才11年而已!,吉林,0,4,109578519,217743573920
高斯函数及等差数列,男,2024-04-20 07:47:14 北京时间,2,增长的都是经济相对发达地区，实际上还是因为这些地区的出生率减少从而更需要其它地区的年轻人迁徙至此保持经济稳定而造成的人口增长假象。,浙江,0,6,327872333,217717888464
29437317513_bili,保密,2024-04-20 06:34:26 北京时间,7,哪有那么多p事，想生就生不生就不生呗，别说什么环境影响周围人都结婚了这种屁话，你能被他们影响说明你1是本身还有余力2是你根本没有根绝生孩子的念头，如果你活得很吃力的话你根本不会把目光放到生孩子这件事上，因为你每个月都在为下个月发愁，如果你没经住影响生了就不要抱怨，说到底这还是你的决定没人逼你，你不能只看到好处忽略问题，别人组成家庭共享了天伦之乐但也有养育的重担，你单身自在但肯定多谢孤独,湖北,2,5,399756257,217709375408
V笑语人生V,保密,2024-04-20 03:32:19 北京时间,2,儿孙自有儿孙福，没有儿孙我享福！,江西,0,4,1912130912,217685280048
太空一片叶,保密,2024-04-20 03:02:12 北京时间,2,越穷越要生，越富也越会生，就卡在中间的不敢生。,广西,0,5,66406954,217681246768
股票投机分子,男,2024-04-19 19:49:01 北京时间,2,看出来了，人口稀少或者较发达地区人口出生率正增长，人口大省 发展偏农业的省份负增长，河南人口全国排在前三吧？,浙江,0,5,490298395,217655461152
bili_1997002471,保密,2024-04-19 14:49:55 北京时间,2,生孩子不得娶老婆吗？取老婆不得买房子吗？买房子不得贷款吗？贷款不得还款吗？还款女人会跟你吗？没老婆还能生孩子吗？,内蒙古,0,3,1997002471,217627619728
永远最好的小帅丶,男,2024-04-19 14:41:07 北京时间,2,人口真的在减少么，为啥山东一个比一个能生，不是二胎就是三胎啊,山东,1,6,38570490,217626152864
奇想天外R,男,2024-04-19 14:41:03 北京时间,2,玩不起...那就不玩了吧。[无语],北京,0,5,13567255,217626056240
321夏夜,保密,2024-04-19 14:29:22 北京时间,2,希望降到10亿以下，这样就不用抢票了,广西,0,5,503648838,217624230864
悲伤的嘎巴菜丶,保密,2024-04-19 14:28:30 北京时间,2,有钱多生，没钱就不生呗，养不起，自己养自己都费劲。,天津,0,6,35866804,217624138048
什么时候能飞出太阳系,保密,2024-04-19 14:23:48 北京时间,2,省流：十分钟，不是因为房价高，是因为人口赚不到钱[热词系列_完结撒花][热词系列_完结撒花],广东,1,6,409996131,217623475536
不务正业的猫叔,保密,2024-04-19 13:49:17 北京时间,2,我tm找个工作十个网上标双休早八晚五的，实际一问有九个都说其实常年加班早八晚八，周末也加班的，你要我怎么生，老板去年营收一个亿，今年就想两个亿，明年就想四个亿，下面干活的全他妈累死了，反正都觉得你不干有的是人干呗，先把劳动法真的落实下来再扯鼓励生育什么的,安徽,0,6,3721911,217618006688
你舅惯着她爸,保密,2024-04-19 12:34:33 北京时间,2,这期视频可能很快要没咯[doge],广东,0,6,33744624,217606399024
秋之枫的辉某某,保密,2024-04-19 12:26:53 北京时间,2,我懂！玩过红警，基地一卖直接暴好兄弟，速推,江苏,0,5,34665705,217605396624
pangzi889,保密,2024-04-19 11:40:28 北京时间,2,当自己都活得不顺，脑子是有多好才会觉得可以靠制造下一代来实现阶级跃迁。。,湖南,0,5,133838022,217598447728
虾客阿没,保密,2024-04-19 11:20:03 北京时间,2,科举最巅峰的不是满清吧，相反满清十文化破坏最严重的朝代了。私塾，乡县学子的基层生态被破坏的最严重的古代时代。,宁夏,0,6,47389222,217595298688
BoOcky,保密,2024-04-19 04:51:14 北京时间,3,这个视频不适合发在这里，因为b站里面三观没有构建好的小屁孩太多了。,浙江,0,6,12615709,217546996192
我在航母搓甲板,保密,2024-04-19 04:39:47 北京时间,5,说活得累的，解放初期难道比现在轻松？主要还是年轻人突破了诸如“孝道”“传宗接代”的枷锁，实现了某种觉醒。,浙江,9,5,44196855,217545290928
Jackiebaggio,保密,2024-04-19 02:31:41 北京时间,4,以前生育成本低，夫妻两个人养多个孩子，只要有口饭就行，孩子也只需要去上个学，做做家务就行了，娱乐也花不了什么钱，滚铁环，捉迷藏，几个小孩自己就能玩；现在，呵呵，一家老小养一个孩子都费力，但凡稍微健康点的食物都很贵，但凡一个爱好就烧钱，孩子也累，各种写不完的作业，上不完的补习班，明明51节就只放了一天假，其他几天都是周末换休来的，这不，学校里面硬是按照5天来布置作业，真的很没有意思。按照以前的眼光，不结婚不生孩子，丁克家庭都是有毛病，现在，呵呵，太正常了,四川,2,5,294374337,217528766128
尾随怪,男,2024-04-19 01:44:40 北京时间,2,现在的女人不守妇道，男人穷的被透支后只会被抛弃嫌弃，富的根本不缺漂亮女人也懂现在女人是个什么东西，自然就多玩玩而已，所以结婚都非常谨慎。就问一句话，有多少女人会和你一起奋斗吃苦吗。有但是特别特别特别少。现在结婚并不是报团取暖，而是过来分一杯羹。,广东,0,6,46573555,217523860352
满月YSH,保密,2024-04-18 21:30:05 北京时间,2,"可是我这小县城小孩子真的越来越多，,,托管，幼儿园，小中高。。。供不应求",福建,2,6,74966940,217508790656
爱学习的小白蓝,保密,2024-04-18 16:43:33 北京时间,2,没这么复杂，一句话就说清楚了，企业都是两班12小时起步，进城务工人员下班后的时间只够睡觉，本地人没问题,广西,0,4,501859293,217495978960
健康的竹鼠,保密,2024-04-18 16:42:32 北京时间,2,其实传宗接代什么的对于个人没什么意义，生个小孩还得是开盲盒一样，也生下来一个软肋，从检查分娩读书处处都得要去求人。不喜欢做孙子,新加坡,0,5,12852808,217495932432
Joakita2,男,2024-04-18 13:21:24 北京时间,2,为啥要爱生孩子？自虐吗,安徽,0,6,31975656,217465894304
慢火车旅游,男,2024-04-18 11:43:24 北京时间,2,总有人生的，基数大,河北,0,6,268353126,217451356912
汉尼拔安东,保密,2024-04-18 05:43:18 北京时间,2,我想问一下，比如河南人来广东打工时生了孩子，那这个孩子算入广东的生育率吗,广东,1,5,397462708,217407943696
丨一丨龍丨一丨,保密,2024-04-18 05:30:44 北京时间,2,不是年轻人不爱生孩子，是穷人不爱生孩子[tv_白眼],天津,1,4,3494366102424142,217406566224
528440736,保密,2024-04-18 05:28:57 北京时间,2,啥拒绝生育呀，底层男根本找不到女人，他自己也生不了哇。,山东,0,5,528440736,217406061600
风中雨云中雪,保密,2024-04-18 05:24:42 北京时间,2,书都读不起生啥啊[笑哭],广东,0,5,52407213,217405652784
有五本书的巧红,保密,2024-04-18 04:36:15 北京时间,2,我都没想到我的家乡人口居然是正增长的,河北,0,6,287923320,217398786544
爱灬本祸劫,保密,2024-04-18 04:33:50 北京时间,2,结婚条件和养娃成本的问题,广东,0,5,390008601,217398450640
道iiii哥,保密,2024-04-18 04:24:53 北京时间,2,没有没可能中国人已经很多了？,上海,0,5,79361830,217397218800
shenxt1219126,保密,2024-04-18 04:22:56 北京时间,2,政府送婚房，出生率猛涨,上海,0,5,485439955,217396786016
596设计局,男,2024-04-18 04:15:48 北京时间,2,真是瞎操心中国人口，三亿都不嫌少。人家美国也就三亿人,江西,0,5,480823430,217395743696
阜新安家了开始躺平,男,2024-04-18 03:16:06 北京时间,2,其实东部应该不算未富先老[呲牙],辽宁,0,4,3494351462206317,217388053568
火锅要凉了火车要慢了,女,2024-04-20 20:33:15 北京时间,2,"半夜4点400在看,失业大军集结！",广东,0,6,3054123,217812160352
dokyo,保密,2024-04-18 22:45:49 北京时间,4,我感觉存在互联网这种低成本的娱乐方式也是相当重要的原因吧，不需要谈恋爱生养孩子也能获得足够的精神满足,浙江,1,6,25621703,217510825248
好吃再来一大碗,保密,2024-05-06 07:18:26 北京时间,3,要不是我周围一堆人结婚生孩子我就真信了,河北,2,6,633153386,220160726720
安林本人,男,2024-04-18 04:03:41 北京时间,3,现在低人口的确是很多国家的一种趋势。以现在的情况来看，应该是如何解决养老问题，而并不是担心人口能不能增长。,福建,3,5,1765072183,217393966528
