情绪标签,时间,性别,评论
中立,2024-04-20 03:32:19 北京时间,保密,儿孙自有儿孙福，没有儿孙我享福！
正面,2024-04-20 03:02:12 北京时间,保密,越穷越要生，越富也越会生，就卡在中间的不敢生。
负面,2024-04-19 19:49:01 北京时间,男,看出来了，人口稀少或者较发达地区人口出生率正增长，人口大省 发展偏农业的省份负增长，河南人口全国排在前三吧？
正面,2024-04-19 14:49:55 北京时间,保密,生孩子不得娶老婆吗？取老婆不得买房子吗？买房子不得贷款吗？贷款不得还款吗？还款女人会跟你吗？没老婆还能生孩子吗？
负面,2024-04-19 14:41:07 北京时间,男,人口真的在减少么，为啥山东一个比一个能生，不是二胎就是三胎啊
负面,2024-04-19 14:41:03 北京时间,男,玩不起...那就不玩了吧。[无语]
中立,2024-04-19 14:29:22 北京时间,保密,希望降到10亿以下，这样就不用抢票了
负面,2024-04-19 14:28:30 北京时间,保密,有钱多生，没钱就不生呗，养不起，自己养自己都费劲。
负面,2024-04-19 14:23:48 北京时间,保密,省流：十分钟，不是因为房价高，是因为人口赚不到钱[热词系列_完结撒花][热词系列_完结撒花]
中立,2024-04-19 13:49:17 北京时间,保密,我tm找个工作十个网上标双休早八晚五的，实际一问有九个都说其实常年加班早八晚八，周末也加班的，你要我怎么生，老板去年营收一个亿，今年就想两个亿，明年就想四个亿，下面干活的全他妈累死了，反正都觉得你不干有的是人干呗，先把劳动法真的落实下来再扯鼓励生育什么的
负面,2024-04-19 12:34:33 北京时间,保密,这期视频可能很快要没咯[doge]
负面,2024-04-19 12:26:53 北京时间,保密,我懂！玩过红警，基地一卖直接暴好兄弟，速推
负面,2024-04-19 11:40:28 北京时间,保密,当自己都活得不顺，脑子是有多好才会觉得可以靠制造下一代来实现阶级跃迁。。
正面,2024-04-19 11:20:03 北京时间,保密,科举最巅峰的不是满清吧，相反满清十文化破坏最严重的朝代了。私塾，乡县学子的基层生态被破坏的最严重的古代时代。
中立,2024-04-19 04:51:14 北京时间,保密,这个视频不适合发在这里，因为b站里面三观没有构建好的小屁孩太多了。
负面,2024-04-19 04:39:47 北京时间,保密,说活得累的，解放初期难道比现在轻松？主要还是年轻人突破了诸如“孝道”“传宗接代”的枷锁，实现了某种觉醒。
正面,2024-04-19 02:31:41 北京时间,保密,以前生育成本低，夫妻两个人养多个孩子，只要有口饭就行，孩子也只需要去上个学，做做家务就行了，娱乐也花不了什么钱，滚铁环，捉迷藏，几个小孩自己就能玩；现在，呵呵，一家老小养一个孩子都费力，但凡稍微健康点的食物都很贵，但凡一个爱好就烧钱，孩子也累，各种写不完的作业，上不完的补习班，明明51节就只放了一天假，其他几天都是周末换休来的，这不，学校里面硬是按照5天来布置作业，真的很没有意思。按照以前的眼光，不结婚不生孩子，丁克家庭都是有毛病，现在，呵呵，太正常了
中立,2024-04-19 01:44:40 北京时间,男,现在的女人不守妇道，男人穷的被透支后只会被抛弃嫌弃，富的根本不缺漂亮女人也懂现在女人是个什么东西，自然就多玩玩而已，所以结婚都非常谨慎。就问一句话，有多少女人会和你一起奋斗吃苦吗。有但是特别特别特别少。现在结婚并不是报团取暖，而是过来分一杯羹。
中立,2024-04-18 21:30:05 北京时间,保密,"可是我这小县城小孩子真的越来越多，,,托管，幼儿园，小中高。。。供不应求"
中立,2024-04-18 16:43:33 北京时间,保密,没这么复杂，一句话就说清楚了，企业都是两班12小时起步，进城务工人员下班后的时间只够睡觉，本地人没问题
负面,2024-04-18 16:42:32 北京时间,保密,其实传宗接代什么的对于个人没什么意义，生个小孩还得是开盲盒一样，也生下来一个软肋，从检查分娩读书处处都得要去求人。不喜欢做孙子
负面,2024-04-18 13:21:24 北京时间,男,为啥要爱生孩子？自虐吗
负面,2024-04-18 11:43:24 北京时间,男,总有人生的，基数大
正面,2024-04-18 05:43:18 北京时间,保密,我想问一下，比如河南人来广东打工时生了孩子，那这个孩子算入广东的生育率吗
负面,2024-04-18 05:30:44 北京时间,保密,不是年轻人不爱生孩子，是穷人不爱生孩子[tv_白眼]
正面,2024-04-18 05:28:57 北京时间,保密,啥拒绝生育呀，底层男根本找不到女人，他自己也生不了哇。
负面,2024-04-18 05:24:42 北京时间,保密,书都读不起生啥啊[笑哭]
中立,2024-04-18 04:36:15 北京时间,保密,我都没想到我的家乡人口居然是正增长的
中立,2024-04-18 04:33:50 北京时间,保密,结婚条件和养娃成本的问题
负面,2024-04-18 04:24:53 北京时间,保密,没有没可能中国人已经很多了？
中立,2024-04-18 04:22:56 北京时间,保密,政府送婚房，出生率猛涨
正面,2024-04-18 04:15:48 北京时间,男,真是瞎操心中国人口，三亿都不嫌少。人家美国也就三亿人
负面,2024-04-18 03:16:06 北京时间,男,其实东部应该不算未富先老[呲牙]
正面,2024-04-20 20:33:15 北京时间,女,"半夜4点400在看,失业大军集结！"
负面,2024-04-18 22:45:49 北京时间,保密,我感觉存在互联网这种低成本的娱乐方式也是相当重要的原因吧，不需要谈恋爱生养孩子也能获得足够的精神满足
中立,2024-05-06 07:18:26 北京时间,保密,要不是我周围一堆人结婚生孩子我就真信了
中立,2024-04-18 04:03:41 北京时间,男,现在低人口的确是很多国家的一种趋势。以现在的情况来看，应该是如何解决养老问题，而并不是担心人口能不能增长。
正面,2024-05-12 18:22:14 北京时间,男,"但是生育这个问题绕不开男女啊？新时代女性获得社会地位后，反而提高了结婚和生育的成本，都知道活着得吃饭，那想要好的生活是不是也该共同努力呢？,,而不是通过压榨另一方来获取，绕开男女谈生育，那还有啥聊的。,,就拿江西彩礼来说，你觉得江西男性平均收入有这么高么？而且大部分结婚只有彩礼，没有嫁妆，不应该是彩礼还有嫁妆共同帮助组建一个新的家庭么？,,并且很多彩礼都是给到女方家庭，并没有给到新家庭当中，那问题的根本不还是女性么，那怕男性收入增高，女性也可以随时提高要求啊，所以问题的底层不还是男女对立么。,本身社会压力就大，难道女性不活在这个社会当中么？感受不到这些压力么？她们感受的到，但不愿承担，两个人结婚共同努力那就是1+1＞2，但女性将压力全丢给男性，那结果就是2+0＜1，那个正常男性愿意接受这个结果？"
负面,2024-05-31 01:59:20 北京时间,保密,大家不要被这种信息误导，现在国家补贴力度很大，大家多生，我已经准备要第三胎了
正面,2024-05-31 05:09:58 北京时间,保密,我觉得人口是知识的创造，如果靠传承（书籍）那不一定会完全继承，而是靠大多数人来组合这个知识，比如几代人知识相当于，10多个人的组合，这样延长的知识能比肩几代（一个人是有限如果让少量的人创造大量的主要科技那很难）
中立,2024-05-30 03:54:40 北京时间,保密,这么多
正面,2024-05-29 02:00:52 北京时间,保密,怎么还有十个
负面,2024-05-28 15:49:17 北京时间,保密,说实话，我真是活废了
负面,2024-05-27 05:01:03 北京时间,女,足够一针见血，有些弹幕感觉都要急得跳脚了[doge]
中立,2024-05-27 03:56:16 北京时间,男,别的地方不清楚，中部湘赣鄂豫皖以前都是人口大省，现在生育率都在0.6左右了。
中立,2024-05-23 16:19:40 北京时间,保密,2023年上海户籍人口生育率0.6%，比想象的要低
负面,2024-05-22 07:31:21 北京时间,保密,我想生但是没人和我生，农村无房屌丝男一枚，相亲很多次，被拒的人已经麻了[OK][OK]
正面,2024-05-22 05:01:57 北京时间,保密,4把23的工资吃了，23把1的工作干了。23一身得病。
负面,2024-05-19 09:31:01 北京时间,保密,什么时候身价过5000万，我就生两个。
负面,2024-05-18 17:32:16 北京时间,保密,一針見血[胜利]
正面,2024-05-16 15:24:37 北京时间,保密,一人只有5亩地，生了5个孩子就有25亩地？说得好像土地也在繁殖下崽一样！什么智商什么逻辑！！！
负面,2024-05-16 04:04:25 北京时间,保密,我不生有的是人生[脱单doge]
负面,2024-05-16 03:19:15 北京时间,保密,确实不是房价 是城市化 资源的相对集中 导致相对土地的人口集中 有人说房价我想说4-5线的房价2000-3000一平 你买吗？
中立,2024-05-16 02:05:20 北京时间,保密,正常人口数量变化，自然调节就可以了。
正面,2024-05-16 01:59:24 北京时间,保密,900w还不多吗
负面,2024-05-14 04:42:59 北京时间,保密,人均GDP稳定增长[doge]
正面,2024-05-14 03:16:38 北京时间,保密,不要乱说，有些国家的人口增量还没有900多万呢
正面,2024-05-14 01:38:05 北京时间,男,其实绝大部分人，这个比例很高，并不会考虑生儿育女是否划算，对于一胎他们只是考虑生下来能不能过正常人的生活，对于二胎他们只是考虑生下来之后是否能够给予他周围平均水平的资源，别把父母对子女的情感说的那么肮脏，至少我家目前没有，我爸妈对我和我妹真的是不求回报，真的是最纯粹那种，我爷爷奶奶，还有外公外婆也差不多，尤其是我外婆。总之生育在父母看来不是投资，就算是投资，回报率也是极低，基本只能养老。我有个舅舅，对我外婆那真是狗屁不是，连续几年不回家，钱也不给家里寄，还拿走我外婆的钱，我外婆对他那真的是一点瑕疵都没有，到现在嘴里说出来的还是村里人都说他有福气，有个儿子也是在外面混的很好。家丑不外扬，多的不说，在我家父母对子女真没毛病
负面,2024-05-13 16:43:40 北京时间,保密,调生，我等下辈子再生小孩[吃瓜]
正面,2024-05-13 15:10:10 北京时间,保密,因为我讨不到老婆
负面,2024-05-13 12:20:44 北京时间,女,前提是你也不知道能生几个儿子几个女儿，万一都是女儿呢，不过有嫁妆.....一代一代都是工具人。父母太自私了。 不自私就不生。
中立,2024-05-13 12:16:03 北京时间,女,人是有这个天性，因为曾经是猿类，现在还没进化就会一个接一个地生。但是人不是有选择了吗，之前没醒过来，现在刚知道。
正面,2024-05-13 11:55:01 北京时间,保密,谁说我没生的  平均收入 平均幸福都平均了  有些人生几个呢 平均下来 也等于我生了
负面,2024-05-13 10:16:35 北京时间,男,对啊？怎么回事呢？你猜猜怎么回事呢？我不到啊！
正面,2024-05-13 10:01:53 北京时间,男,不认同，社会是要往前往
中立,2024-05-13 05:54:30 北京时间,保密,本人90后，去的最远是高三暑假工进东莞打螺丝，其余时间连个省都没出过
负面,2024-05-13 01:07:07 北京时间,男,没关系，你不生有的是人生[傲娇]
中立,2024-05-12 21:33:01 北京时间,男,专家还说说人家韩国人生育率低我看他是看着我们的生育率数据说的话
正面,2024-05-12 17:00:52 北京时间,男,我只能说有些道理，但是一些观点有点走极端。
负面,2024-05-12 16:52:23 北京时间,保密,江苏人口增长也开始少了吧[辣眼睛]
中立,2024-05-12 14:40:43 北京时间,保密,主要是真的穷！！！
中立,2024-05-12 14:24:08 北京时间,保密,最简单的二句话总结：小农：父母为孩子付出的利益少，孩子为父母挣得的利益多，越生越赚。现代：现在父母为孩子付出的利益多，孩子为父母挣得的利益少，越生越亏。父母当然对孩子不止是利益也有爱，但是利益也会有部分的影响力
正面,2024-05-12 12:41:30 北京时间,保密,"https://caoss.org.cn/upload/file/24031812405831.pdf,这有2024年生育成本报告"
负面,2024-05-12 11:45:27 北京时间,男,"有人说人口少了普通人就能过的好了，开什么玩笑呢？,没有庞大的人口基数，拿什么支撑全面的产业链？,没有全面的产业链，普通人买根针都要花现在十倍数十倍的费用。,不要觉得白菜价只是突破了技术，大量生产才是白菜价根本的原因。"
中立,2024-05-12 11:21:56 北京时间,保密,我回去多看点观察者，比如董佳宁他发的视频，这个信心一下就提振了，关注点一下就转移了，董佳宁不行，我还可以看点王骁的，沈逸的，这帮人的视频连着七八个刷下来，我一下就觉得未来充满了希望：最迟明天晚上咱就统一了全宇宙
负面,2024-05-12 10:51:34 北京时间,保密,说和房价没太大关系，我觉得这UP脑子多少有点问题
中立,2024-05-12 09:31:45 北京时间,保密,"有錢人一個人能擁有幾十間房子......23333,是他建的嗎.,..不是...只是他擁有...."
负面,2024-05-12 08:20:27 北京时间,女,自从中国进入近代以后小农经济就维持不下去了，新中国以后这个进程，也就是城市化加快，和改革开放没有必然联系，何必故意吹捧呢
正面,2024-05-12 02:01:17 北京时间,保密,首先更正，不存在未富先老。因为有些人已经富了，问题是社会财富不均衡。人口与所需劳动力的关系国家是控制的。新中国成立时人口四万万五千万，没有什么农机，器械，生产力主要靠人力，所以国家鼓励生育。八十年代后机械已经成为生产力的绝对主力，所以计划生育开始了。现在，更先进的机械，，，，所以国家认为有更多的人口压缩空间。可能目标大约是3--4亿？
中立,2024-05-11 13:19:09 北京时间,女,我初中生物老师告诉我，繁衍是生物的本性，但如果某种群判断当下环境不适宜生存，便会停止繁衍。
负面,2024-05-11 05:37:22 北京时间,保密,亏本生意没人做的
正面,2024-05-10 18:55:59 北京时间,保密,其实UP还少说了一点，现在离婚率年年新高，造成了无数的单亲家庭，养育困难不说，这些孩子现在都长大到成家年纪了（我就是单亲家庭），童年的阴影，加成长的坎坷，和当今社会离婚的主流趋势，这么一综合…恩哼…也就唯一解了
中立,2024-05-10 13:26:49 北京时间,保密,因为以前是多一个劳动力就多一份收入 现在是多一个孩子就是多一大笔支出
负面,2024-05-10 10:28:55 北京时间,保密,爱生不生，没人求着。看看河南安徽广东广西，家里都是一窝一窝的，我周围的亲戚朋友几乎都是两个孩子
正面,2024-05-10 10:18:20 北京时间,保密,最主要的问题是，你生育出来的孩子，只有百分之90多能活到正常大学毕业，而这期间的支出非常恐怖。其次大学毕业了，百分之98的孩子是完全不能依靠自己的收入独立生存的。这些孩子是需要父母的资助才能生活，更别提结婚了。
正面,2024-05-10 07:52:15 北京时间,男,人才市场僧多粥少现象，就是在告诉年轻人，人多的是，人力廉价不值一提
正面,2024-05-10 03:04:47 北京时间,男,没钱，不生。累，我要休息。
负面,2024-05-10 02:17:17 北京时间,保密,人口是国家发展的基础，不愿意生的原因应该是太苦了吧。
正面,2024-05-10 02:17:06 北京时间,男,好好好
正面,2024-05-10 02:10:34 北京时间,保密,别的地方不知道，但是贵州生孩子的大多都是没上大学早早上班的那批人，有过得好的也过得不好一地鸡毛的，我发90后，初中毕业，结婚生了三个孩子，现在都离婚好几年了，我老家那边的孩子现在过得和我们小时候也大差不差，越穷越生
负面,2024-05-10 01:09:57 北京时间,保密,河南省被定义为农业大省，努力成为国家粮仓之一。经济发展不能像开发区和沿海城市那样。收入上不去。人口基数又大，生又不敢生。感觉挺悲哀的。
负面,2024-05-10 00:35:13 北京时间,男,说简单点，就是投资与回报相差太多。相差小一点还能用感情孝道伦理这些来忽悠，当人们发现亏得太多了，哪一套忽悠方法都不好使了
负面,2024-05-10 00:03:55 北京时间,保密,目前国内有两类人，不论实际上成就如何，但一定是有大智慧的，一类是没有在早两年高位接盘房子的人，一类是2010-2015年左右结婚，但没有被裹挟，抗住各种舆论压力，至今丁克的人，如果两者全占，我真心建议可以考虑从事金融相关行业，这种高瞻远瞩运筹帷幄的能力，不是人人都有的。
中立,2024-05-08 20:21:08 北京时间,男,8090就是白银，卡在那里了🤣👉
中立,2024-05-08 02:32:14 北京时间,男,怎么说呢，说了一堆， 论点部分只有分析没有理论也没有数据
正面,2024-05-07 17:02:07 北京时间,保密,先解决结婚彩礼高，离婚随便分走一半甚至全部加上女方出轨，男方一样要分一半的问题吧。
负面,2024-05-07 08:28:26 北京时间,保密,爷爷奶奶那一辈给口饭吃就敢生孩子了，现在把一辈子搭进去都养不起一个龟儿子[doge]还有离婚，这那的风险
正面,2024-05-07 04:56:15 北京时间,保密,标题的底层是什么意思  已经区分三六九等了？
中立,2024-05-06 23:40:24 北京时间,男,现在在问道搬砖，就只玩着五个号，是我不想再起一队吗？不是，我想着等号毕业一点自己借的钱还完了没压力了再开一队
负面,2024-05-06 22:42:58 北京时间,保密,单身越久，越难脱单，习惯了单身，真的难改[嫌弃]
正面,2024-05-06 17:31:58 北京时间,女,网上到处都是不娶不嫁不生的，具体到我身边就我一个还没嫁的我就没当回事 我妈快愁死了。
正面,2024-05-06 15:47:59 北京时间,保密,我连自己都过不好，还指望我去结婚生子？一周6天班，工资5-6000，节假日全是调休，拿头结婚？
中立,2024-05-06 15:12:03 北京时间,保密,自己过不好就算了，你说你生个仇人干什么？
负面,2024-05-06 13:19:02 北京时间,保密,呵呵，从招聘就可以看出来，，人家根本不需要这么多人，所以我不想让我的后代再这么内卷下去
正面,2024-05-06 10:25:22 北京时间,男,学新闻学的
正面,2024-05-06 10:17:41 北京时间,保密,人口少了还不好？
正面,2024-05-06 08:05:36 北京时间,保密,特此声明。本人在首页刷到本视频，无意间点击，未进行观看。
负面,2024-05-06 03:15:32 北京时间,保密,咋还生这么多[笑哭]
负面,2024-05-06 02:39:59 北京时间,女,今年26了，但是完全没有结婚的念头，家里催得紧，直接打哈哈，主打一个敷衍
负面,2024-05-05 14:46:50 北京时间,女,"时代决定的,韩国和日本早进入这一时期了,一个国家进入了全民知识化,新一代已经开始新的社会认知."
负面,2024-05-05 11:13:54 北京时间,保密,看了十分钟的航拍素材视频
中立,2024-05-05 09:32:02 北京时间,女,网上都说不婚不生，现实中过节都结婚生子办酒席的，到了年纪都陆续办事了好吧
中立,2024-05-05 09:21:03 北京时间,保密,感觉这些调查不太靠谱，提到正增长的大部分地区都是经济比较好的地方，年轻人都外出工作，很多结婚生子的都在该工作地区，哪有人生孩子会特意回老家生的？所以也导致经济一般的地方剩下的都是老人，从而产生了生育率这种假象，经济好的地方正增长，经济一般的地方负增长
负面,2024-05-05 09:14:36 北京时间,保密,不要危言耸听了，富人都会多生的。
正面,2024-05-05 09:13:43 北京时间,男,先说正常多数人的情况，家里条件好一点的给你买个房或者是付个首付，然后配一辆车，但是多数人是达不到这个要求的，房子车子少说一点就光首付和车子就要五十万了，现在人平均工资在 7000多左右，还要考虑吃穿住行的问题一个月能存下多少，就算是经济上没有问题了，就现在这个快餐式的爱情下，谁敢保证或者谁能保证你不是下一个胖猫，女人的要求越来越高，现在已经不是单纯的要求你经济上达到他的要求，其他上达不到要求的人家也是不考虑，tm的我之前谈个恋爱两个月花了两万块，真心谈不起
负面,2024-05-05 07:47:27 北京时间,保密,这年头还在用“人口红利”这个词的人，非傻即坏
正面,2024-05-05 07:29:23 北京时间,保密,我就职的外企其实国内业务完全不赚钱（对体量而言个位数的利润简直白忙活），但CEO是怎么说的？不可能放弃国内市场，不然给华尔街的股东们看什么？难道说公司放弃了14亿人口的市场吗？我一下醍醐灌顶，对啊，对于国家肯定希望生育率高人口多，多么有吸引力的市场和欣欣向荣的未来。我们就像一个血小板对于一个人，血小板对人体重要吗？太重要了。可是一个血小板重要吗？那是个P。好在血小板没有意识，我们有，做什么有利于个体做什么不利于个体自己得好好想想，没有绝对的对错。现实是大多数适婚适育年龄群体不再接受本来的公式化人生什么三十而立了，有这句话的时候真是村里还没通网的年代了
中立,2024-05-05 06:57:28 北京时间,男,90后一个，毕业出来工作九年了，前面存款从负债到十几万，接着谈了个对象几年间吃喝玩乐存款不增反降，最后还是选择回到一个人潇洒自在。就算现在换了车，和父母合资盖了房子，存款也比两个人的时候多得多。感觉往后的人生一个人就够了，足够赡养父母，也足够让自己过上想要的生活，别说生孩子了，结婚都不想结
正面,2024-05-05 03:52:47 北京时间,男,我是80后的异类：不婚、无子女、断亲。
中立,2024-05-05 03:31:39 北京时间,保密,这都什么逻辑...还有这么多点赞的，真搞不懂。国外鼓吹中国人口红利消失，所以中国就衰弱了，本来就是假命题。UP用死亡率和生育率对比就是忽悠人的。什么为什么中年人对比不愿意生孩子，跟生不生没什么关系？
负面,2024-05-04 20:11:11 北京时间,男,穷人家养小孩的话千万别让孩子读书，不然容易出“白眼狼”[doge]
负面,2024-05-04 17:12:12 北京时间,男,挣钱少，房价高，看病贵，上学卷，买车摇号，女的要钱要房要车要一米八……
中立,2024-05-04 14:13:31 北京时间,保密,"年轻人工作都累死了，赚不到什么钱还没有什么休息时间，而且喜欢的人也不一定能遇到（遇到了也不一定喜欢你），不是年轻人恐婚，而是现实条件不允许，一个人活着已经很累了（不要老扯老一代什么初中就结婚了，没房没车照样娶个老婆，你让老一辈的从头体验现在时代他们也不会想结婚了）。,说起结婚，本来就是两个人相爱才领证，勉强过日子的一旦经济上出现困窘或者一方抽不出空余时间陪伴，基本上都是出轨或者离婚居多，而结婚生子本来就是很现实很需要经济支撑的一件事，有钱人巴不得娶多几个老婆生多几个小孩，而普通人还在为下个月的工资苦苦挣扎。,눈_눈"
负面,2024-05-04 12:47:09 北京时间,保密,玩了好几款经营类游戏，都有一个共同点，幸福度低，人口就不会成长[吃瓜]
负面,2024-05-04 12:36:00 北京时间,保密,有钱人就不能多生点吗？
正面,2024-05-04 12:31:45 北京时间,保密,我二胎还没生 光产检就快1W了
正面,2024-05-04 09:51:32 北京时间,保密,3：03这预测线真的笑死
负面,2024-05-04 07:20:28 北京时间,男,一罐奶粉400，一包纸尿布 80-120. 一包纸尿布大概用半个月，一罐奶粉20天不到，你养得起吗，3000块工资你拿什么养！
中立,2024-05-04 06:15:50 北京时间,保密,网上一大堆20岁左右女号抵制婚育，年龄都差不多，头像都挺漂亮，谁敢说结婚生孩子就一通攻击。很难不让人浮想联翩，是一伙有组织的行为，集中在一些社交app里。
中立,2024-05-04 03:01:12 北京时间,保密,要增加人口简单的很，放开东南亚女性移民，生两个孩子直接发国籍。
负面,2024-05-04 02:21:29 北京时间,保密,观最近的相亲节目，嘉宾们喊出择偶标准是一定要孝顺父母，要善良，然后转头就要38.8万彩礼的时候，确实品出了一种小农思想与现代生产方式的深深矛盾[吃瓜]
正面,2024-05-04 00:41:22 北京时间,男,实际上只要不是每家都生两个，呢人口肯定是负增长的
负面,2024-05-03 22:56:08 北京时间,保密,"我有车有房，只要我不结婚，世界就会多一位剩女。,我对自己的未来都不抱希望，何必让我孩子来受罪。"
负面,2024-05-03 17:49:52 北京时间,保密,看到父母整天那个鸟样，就知道结婚后生活会有多糟糕，生活的苦难，多少是找了对象导致的？[嗑瓜子]
正面,2024-05-03 17:12:11 北京时间,保密,小农经济产出由土地提供，上交赋税后剩余价值全部归个人家庭，人越多，家族财富积累越多，极少成多，家族经济社会地位逐渐积累上升；而现代社会极大部分个人经济产出是由与雇佣者交换得来的，其创造的价值经雇佣者剥削，而国家赋税是由消费及个人所得组成，上交税赋会二次剥削，剩余价值在通货膨胀影响下难以积累，家庭人口增长并不会带来更多财富积累及社会地位上升，生育所带来的正向价值越来越小，，则生育欲望越来越低且不可逆
中立,2024-05-03 11:23:59 北京时间,男,工资够生活，但不够买房，又要买房，现在女的又那么逆天，这就是我不结婚的原因。有钱人会生的
正面,2024-05-03 09:12:16 北京时间,保密,老一辈的观念总要被打破的，只是时间问题
负面,2024-05-03 05:58:16 北京时间,保密,相信后人智慧，借鉴前人经验
中立,2024-05-03 05:25:03 北京时间,保密,在农村最底层反而喜欢生，因为养小孩成本低，包赚不配
中立,2024-05-03 05:22:29 北京时间,保密,缓生，待生，科学生
负面,2024-05-03 05:21:07 北京时间,保密,我希望我能多活几百年，在我看到世道变的我喜欢了 我或许会认真的生活，结婚生子。 否则还是再熬两年看看
中立,2024-05-03 04:11:59 北京时间,保密,小县城光上个大学就花了30w
正面,2024-05-03 03:11:44 北京时间,男,孝顺中孝和顺是分开的，孝肯定是对的，但问题就出在顺上面，顺的意思就是父母对儿女的绝对统治
中立,2024-05-03 02:10:05 北京时间,保密,早恋哈，上大学再谈恋爱哈。我都一个人过了19年了，还要花钱供女的开心。自己吃的扣扣索索带女的吃好的，女的还嫌弃。
正面,2024-04-30 09:28:47 北京时间,保密,现在这个时代没能力不要生孩子害人
负面,2024-04-30 08:51:59 北京时间,男,一个比游戏又肝又氪，这就是我脱坑dnf的原因，不但脱坑还毁号了[墨镜]
负面,2024-04-29 16:34:31 北京时间,男,？真有这么复杂吗？我只是觉得找女朋友生孩子很麻烦所以一直不想找，毕竟想想就知道嘛，一种是下班回家就可以打游戏，一种是下班回来还得照顾孩子然后睡觉第二天接着上班反复到放假，肯定是第一种简单啊
正面,2024-04-29 16:28:57 北京时间,男,虽然主流媒体不报道，但是我知道房价降了超级多，嘿嘿，与其说我们成功了，不如说大家真的买不起了
负面,2024-04-29 13:04:24 北京时间,保密,肯定是因为房价物价不够高，足够高的话自己一辈子都买不起，但是多生孩子三四十年后和孩子一起打工人多力量大就能买得起了[脱单doge]
正面,2024-04-29 09:51:09 北京时间,保密,"人口降低随着国家发展，科技进步，在一段时间内是必然的。,伴随生产力提高，用不了那么多人，也是必然的。,随着社会和思想进步，传统：传宗接代，多个孩子多份劳力的思维方式也必将绝迹。,年轻人读书越多，越理性，越注重自身和自己的生活品质。,基本都是：如果连自己都照顾不好，必定不会生孩子，让孩子在这个世界上受苦。"
正面,2024-04-29 05:03:55 北京时间,保密,人口老龄化的坏处多了去了，视频完全没有提及真是恐怖。
负面,2024-04-29 04:21:46 北京时间,保密,公司招了十几个零零后的实习生，2个基佬3个百合，这生育率可不也得降降[doge]
正面,2024-04-29 03:01:47 北京时间,保密,北京和上海人口增长，取消外来人口还剩多少。 我不信取消外地去的，还能增长
负面,2024-04-29 02:34:09 北京时间,保密,年轻人虽然不愿意生，但是可以督促老人去生，这样就好了
负面,2024-04-28 12:30:48 北京时间,女,抱歉江苏丢脸了，我也不准备要孩子[藏狐]
负面,2024-04-27 14:32:06 北京时间,保密,房价和生活成本绝对是原因之一和二，而且占主导地位，不是你简单的拿日本的房价涨跌来对比的，而是在收入，生活成本之外，房价对于我们的承受范围。我收入3000，房价5000甚至6000，我收入6000，房价12000甚至更贵，您认为这是我们普通人能承受的？如果我们收入3000，房价1500甚至更低，你试试看？再一个，房价房子又和教育·挂钩，环环相扣，再一个医疗压力，真的受不了，小县城，收入4000多都入不敷出，根本无法顾及父母，还仅仅只是温饱而已
负面,2024-04-27 13:50:19 北京时间,保密,我不说一线城市了，我这四线城市，平均工资才3k到4k，像我自己个人缴纳社保的，一个月1600多耶，伴侣和我一样的话，两个人一个月就3200，万一我们又要还房贷车贷怎么办？找个公务员当伴侣咯，啃老咯。真的，下一代不比上一代赚的多的话，这家族一直都是那样，年轻时赚钱给孩子花，老了存款 退休金给孩子的孩子花，剩下那些钱，不是退休金一个月1、2w的，墓地都不知道能不能买得起
正面,2024-04-27 11:59:03 北京时间,保密,我一个暑假的课外班就五万多啊，可是我妈一个月才多少……
负面,2024-04-27 07:52:11 北京时间,保密,古代是佃农经济，佃农最大的愿望是通过努力拥有一块自己的耕地。现在依然是佃农经济，只是耕地变成了商品房。
负面,2024-04-26 14:05:27 北京时间,男,"所以还是那句话，中国人太多了，根本没人着急，更不会觉得人口负增长是问题，以目前的生育率，我国人口就算再过几百年也依然有几千万，完全够用，哪怕只剩1千万也完全足够支撑起所有产业，而且依然存在很高的失业率。,所以大家都在谈论人口但官方却从未提起过，就是因为这根本就不算问题，等啥时候全国人口降到1亿以下再考虑也完全不迟[吃瓜]"
正面,2024-04-26 08:45:17 北京时间,保密,要那么多人干神马呢，未来都是智能化机械化，那么多人去哪里找工作？这本来就是发展趋势，人越少资源越多，才能真正富裕！整30亿人口，土地面积不变，难道不是更内卷么！
负面,2024-04-26 06:14:15 北京时间,男,养儿防老？我交社保是干嘛的[doge]
负面,2024-04-26 05:28:04 北京时间,保密,为什么我发评论秒删啊
正面,2024-04-26 02:50:29 北京时间,保密,生活艰难就会出现少生，无忧无虑就会拼命生
负面,2024-04-25 15:08:17 北京时间,保密,首页通知书！[打call][打call][打call][打call][打call][打call]
负面,2024-04-25 13:43:49 北京时间,男,好，很好
负面,2024-04-25 13:22:11 北京时间,保密,昨天遇到个老大爷说我该成家了😂，我也没说不成，我说我还想耍几年，然后他说，再不成家，你就对不起社会了[笑哭][笑哭][笑哭]，我能说啥，我只能调侃一下我罪名这么大吗
中立,2024-04-25 13:21:03 北京时间,保密,一个礼拜就休一天，生鸡毛生，谈恋爱都嫌累，下班周末假期本来就少还要约会逛街想想就不是人过的日子
正面,2024-04-25 09:15:36 北京时间,男,网络鸡汤毒害好多人的三观，我们爸妈经常说我们以前怎么怎么就结婚，你们现在怎么怎么那么难结婚
中立,2024-04-25 08:21:35 北京时间,男,哎呀，慢生调生嘛，我只是把生育时间调动了一下而已，至于调动的啥玩意儿我忘了
