情绪标签,时间,性别,评论
中立,2024-12-08 08:49:54 北京时间,保密,我这大半辈子都在工业晃荡  以前一条80人的产线经过自动化改造就4个人了  产量和质量还明显提升   我是不看好的  国家层面比我看得清  我估计也是对人口下行有预期的   高质量的人口才是国家发展的需要  着看近期的教育改革就能很明显的看出来  对死记硬背的淡化 加强理科的教育  这是大势所趋  我估计在未来的十年 英语都会变为副科或直接取消
负面,2025-01-02 05:26:15 北京时间,保密,有个大问题，就是人口停止增长的情况下经济还增长可能是伪命题
中立,2024-12-08 05:02:43 北京时间,保密,这种说法也太工业党了……宁德时代比亚迪都搞奋斗者协议开始裁员了一定是不够高端吧……
中立,2024-12-09 11:13:26 北京时间,男,国家急不急我不知道，但是我确定除了着急抱孙子的并没有其他人关心
负面,2025-01-02 09:08:19 北京时间,保密,七八亿最好
负面,2024-12-08 14:04:18 北京时间,保密,浪费人生的14分钟，猜测一点不在点上
正面,2024-12-08 02:49:13 北京时间,保密,机器人开始大规模替代人工，有啥急的？
正面,2024-12-25 16:53:42 北京时间,保密,笑死我了，看到这么多人说我就放心了
正面,2024-12-09 06:35:00 北京时间,保密,只要产业升级发起进攻，一切都会好起来的
正面,2024-12-09 12:42:26 北京时间,保密,不是问题，就不用解决
中立,2024-12-09 07:38:13 北京时间,保密,如果不生会罚款的话我宁愿不生
负面,2024-12-09 04:38:21 北京时间,男,还降得不够，不着急
负面,2024-12-09 02:42:16 北京时间,男,新生儿少，毕业生多[翻白眼]
负面,2024-12-09 02:35:15 北京时间,女,抱歉，看成了出生，人口骤减[笑哭]
正面,2024-12-09 02:10:35 北京时间,保密,不着急天天催着别人生
负面,2024-12-09 02:05:00 北京时间,男,给套房再考虑
负面,2024-12-08 23:50:54 北京时间,男,因为比不生小孩相比，马上到来的人口老龄化才是大问题
负面,2024-12-08 13:59:47 北京时间,保密,人还是太多了 资源明显不够用
正面,2024-12-08 11:47:15 北京时间,男,它们都享受完了有什么好着急的
负面,2024-12-08 10:15:44 北京时间,男,只谈了出口问题，但国内分配问题呢
中立,2024-12-08 08:06:54 北京时间,保密,肯定不急啊，急的话早改变了。
负面,2024-12-08 07:48:07 北京时间,保密,中国补贴，有多少是真正需要的人拿到了？
负面,2024-12-08 07:44:59 北京时间,男,你可以看看黄文政的人口研究理论，浅显听得懂并且有数据支撑。他认为人口少弊起码远大于利，简单举2例子。1人口少就意味着消费需求少就业岗位同样是减少。2人口少...
正面,2024-12-08 06:50:57 北京时间,保密,那就是还不急
正面,2024-12-08 06:47:03 北京时间,保密,穿不到那个耳朵里面去
负面,2024-12-08 06:40:21 北京时间,保密,除了会刺激消费还会干啥？
正面,2024-12-08 06:30:05 北京时间,男,"任何事都可以用这个图片分类，宏观层面，人口问题会在20年~50年以后显现出影响，而现在内外双循环的问题是处理不好立即就产生影响到。,双循环问题和对外政治经济问题是在绿色部分，而人口问题是在紫红色部分的。"
负面,2024-12-08 05:25:43 北京时间,保密,爱急不急，我也不急[调皮]
负面,2024-12-08 05:20:17 北京时间,保密,着急什么，还是人多。
负面,2024-12-08 04:37:39 北京时间,保密,[吃瓜]有啥好急的，人口基数大
负面,2024-12-08 04:00:06 北京时间,男,人少点好呀 地球的资源不是不够用了吗
正面,2024-12-08 02:51:53 北京时间,保密,普通人养活自己 已经就不错了
负面,2024-12-08 02:44:51 北京时间,保密,居民收入占鸡的屁的比例是多少来着？
负面,2024-12-08 01:04:07 北京时间,保密,第一
负面,2024-12-09 11:28:37 北京时间,保密,无所谓有生之年看不到
正面,2024-12-09 10:09:28 北京时间,男,其实没有人在乎人
负面,2024-12-09 05:07:12 北京时间,男,人口和盘口很相似
中立,2024-12-09 03:58:25 北京时间,男,管你急不急，反正我不生
负面,2024-12-09 03:23:29 北京时间,保密,[doge]
负面,2024-12-09 02:32:56 北京时间,保密,25年，又是毕业季就业超难的一年[doge][doge]
中立,2024-12-09 01:35:38 北京时间,保密,埃及吧急不急
负面,2024-12-08 23:32:45 北京时间,男,等我赚到1个小目标就结婚生两个[嗑瓜子]
正面,2024-12-08 23:11:42 北京时间,女,想花小钱又想办大事，那就不能急
负面,2024-12-08 20:11:16 北京时间,男,[思考]
负面,2024-12-08 19:37:33 北京时间,女,多简单的道理，因为人还是太多了[无语]
负面,2024-12-08 17:25:57 北京时间,保密,急个毛，相信后人的智慧
负面,2024-12-08 13:24:01 北京时间,保密,之前就看另一个up说过了，这个up额不好说
正面,2024-12-08 09:59:34 北京时间,保密,你少一口，别人多一口，挺好
中立,2024-12-08 08:32:27 北京时间,保密,什么是问题？全球16%的GDP，贡献了38%的奢侈品消费，这才叫问题。
中立,2024-12-08 08:06:34 北京时间,男,人口大国的名号需要阿三接棒了。
负面,2024-12-08 06:30:43 北京时间,保密,主要还是养娃成本太高
负面,2024-12-08 06:20:32 北京时间,男,相信后人的指挥，不是我们这些人担心的时候
中立,2024-12-08 06:19:15 北京时间,保密,埃及吧着不着急。
中立,2024-12-08 05:37:24 北京时间,男,很好，就是人太多
负面,2024-12-08 05:33:30 北京时间,男,因为还没到时候
负面,2024-12-08 05:22:53 北京时间,男,人口下降不紧张，老龄化严重才是问题
中立,2024-12-08 03:07:19 北京时间,保密,人口断层几年没啥问题
正面,2024-12-08 02:52:50 北京时间,保密,一个问题永远是被其他问题代替是
正面,2024-12-08 02:01:27 北京时间,男,没那个能力知道伐
正面,2024-12-08 01:58:49 北京时间,保密,怎么会没有，给了实际支持以外的一切支持吗。如大量宣传等等
正面,2024-12-08 01:55:28 北京时间,保密,人口结构会先崩
正面,2024-12-08 01:19:41 北京时间,男,没钱
负面,2024-12-08 01:16:27 北京时间,男,刨根？？分母是基础不是吗？
中立,2024-12-09 02:16:41 北京时间,男,失业问题不能靠打螺丝解决 确实没有那么多螺丝要打
负面,2024-12-08 06:40:32 北京时间,男,重点不是人口多少，而是以后年轻人少，减少人口也解决不了问题
正面,2024-12-09 04:29:23 北京时间,保密,人口下降，但人均 GDP 增长了啊，人均资源也增加了。
负面,2024-12-08 01:37:26 北京时间,保密,我们人口不断下降也意味着我们的消费市场也在不断变小吧，早晚都要出海和国外竞争抢市场，难怪西方各位急急国王搞针对，确实急。人口减少有利有弊，怎么把握这个人口衰减速率，权衡人口和发展两边的同时 向2050年的目标前进很有挑战性
正面,2024-12-09 04:10:48 北京时间,男,现在是数量问题嘛，是结构问题好不好，断崖式的下跌意味着什么😅
负面,2024-12-08 02:47:39 北京时间,保密,基数在那，两代人都不急
正面,2024-12-09 14:14:38 北京时间,男,在当前这个时代，人口快速减少并非无解，人工智能和工业智能机器逐步地、大规模地投入使用能代替中低端制造业从业人员，这对于我们这个制造业大国来说就是一条出路。另外，对尖端科技、超高附加值工业品制造技术的政策支持资金投入是第二条路。这两条路未来会有两类人分别去走，技工类毕业生走第一条路，未来国家会把大部分人用市场经济之手引到这条路上。重点理工科博士毕业生走第二条路，在至关重要的能影响人类未来的重大尖端科技领域会由国家主导。人口下降不会有问题，
正面,2024-12-08 12:47:28 北京时间,男,你的逻辑是真的逆天
负面,2024-12-09 03:33:37 北京时间,保密,不怕，这是自然规律
负面,2024-12-09 03:50:28 北京时间,男,我知道你很急，但是你先别急，大的要来咯
正面,2024-12-08 04:49:58 北京时间,保密,非常不乐观啊，目前的国际环境注定未来很长一段时间要注重国内市场，够呛啊。我们可以大力开发国际市场，但成熟收益高的市场在欧美，难。也可以挥刀砍向自己，更难。等吧，等欧美市场把我们排挤的厉害时候，收回台湾能让我们稳定一些日子。
负面,2024-12-08 12:17:39 北京时间,男,本来就不着急 人没了刚好转型
正面,2024-12-08 07:28:41 北京时间,保密,很简单，根本没啥促进政策，所以显得没有着急。道理也很简单，人口问题是十几年后才会暴露凸显，现在有很多更紧急的问题需要解决，国际国内很多紧要事情需要处理，当然是忙眼前的事情，以后的问题交给后人来解决。
中立,2024-12-08 02:42:00 北京时间,保密,说AI的，想极端点，所有都交给AI，生产出来的东西卖给谁？
负面,2024-12-08 02:05:50 北京时间,保密,什么叫未来ai和机器人爆发，就是一直很近仿佛就在眼前。说的就是价格够低足够打败劳动人口。至于责任转移啥的[笑哭]你知道现在任意一劳动者非因工死亡闹到去公司，和稀泥都会让公司人道主义补偿吗？更何况那不是完全不招人，肯定需要盯着的和质检的还有维修的。至于消费端更好笑了，促内消费这么多年，工资房价差那个地步，有想过补吗？没有。何况所谓消费支持型社会本质是说外国那种存不了一分钱贷款都要花钱的社会。就还是那句，人口红利从来不是也不会是人口福利。
正面,2024-12-09 23:18:22 北京时间,男,要不了20年人口减半。2024年小日本用食用盐来计算我国人口在10亿左右（进城务工重复登记多）
负面,2024-12-08 13:15:16 北京时间,男,才初见成效，人口不会呈爆发式增长了，可以。被一些人搞得好像生育率下降国家很急一样。不知道他们是怎么想的。
负面,2024-12-09 22:52:52 北京时间,保密,这不就是整个战略国策期待的结果吗 谁又能想到每年各族出生人口比例。。。[doge]
负面,2024-12-08 14:41:27 北京时间,男,应该学维多利亚时代的英国，炮舰政策要求门户开放[呲牙]
负面,2024-12-08 01:55:21 北京时间,保密,其实有能力的挺高寿的，90多都可以工作，我们基数大，有能力的人也多
中立,2024-12-08 13:11:19 北京时间,保密,人类压根就不该出现，把地球霍霍成什么样子了，连马里亚纳海沟都有垃圾了。
负面,2024-12-08 13:59:46 北京时间,男,你这经济研究的什么东西？？
